type	time	latitude	longitude	altitude (m)	distance (km)	eos	name	desc
T	2015-02-11 16:53:21.181	6.798764600	80.805827429	2112.5	7.759			
T	2015-02-11 16:53:24.188	6.798794375	80.805846665	2112.6	7.763			
T	2015-02-11 16:53:27.181	6.798824347	80.805871034	2112.8	7.768			
T	2015-02-11 16:53:30.181	6.798851040	80.805892163	2113.0	7.771			
T	2015-02-11 16:53:33.181	6.798876977	80.805906905	2113.2	7.775			
T	2015-02-11 16:53:37.181	6.798910409	80.805917227	2113.2	7.779			
T	2015-02-11 16:53:40.181	6.798936230	80.805926625	2113.3	7.782			
T	2015-02-11 16:53:44.181	6.798965505	80.805942123	2113.4	7.785			
T	2015-02-11 16:53:48.181	6.798991466	80.805965873	2113.6	7.789			
T	2015-02-11 16:53:51.181	6.799017352	80.805985894	2113.7	7.793			
T	2015-02-11 16:53:54.181	6.799051414	80.805999473	2113.8	7.797			
T	2015-02-11 16:53:56.181	6.799079657	80.806009631	2113.9	7.800			
T	2015-02-11 16:53:58.181	6.799109687	80.806020734	2113.9	7.804			
T	2015-02-11 16:54:00.181	6.799139905	80.806030280	2113.9	7.807			
T	2015-02-11 16:54:02.181	6.799167783	80.806037096	2113.9	7.811			
T	2015-02-11 16:54:04.181	6.799194231	80.806043811	2114.0	7.814			
T	2015-02-11 16:54:06.181	6.799221003	80.806052820	2114.0	7.817			
T	2015-02-11 16:54:08.181	6.799248237	80.806064545	2114.1	7.820			
T	2015-02-11 16:54:10.181	6.799274057	80.806077808	2114.2	7.823			
T	2015-02-11 16:54:12.181	6.799299970	80.806087158	2114.2	7.826			
T	2015-02-11 16:54:15.181	6.799335122	80.806090716	2114.2	7.830			
T	2015-02-11 16:54:19.181	6.799366092	80.806093260	2114.1	7.834			
T	2015-02-11 16:54:23.181	6.799391089	80.806114272	2114.2	7.838			
T	2015-02-11 16:54:26.181	6.799414031	80.806137719	2114.4	7.841			
T	2015-02-11 16:54:28.181	6.799434667	80.806155388	2114.5	7.844			
T	2015-02-11 16:54:30.181	6.799459039	80.806170389	2114.5	7.847			
T	2015-02-11 16:54:32.181	6.799483908	80.806182193	2114.6	7.850			
T	2015-02-11 16:54:35.181	6.799513599	80.806197832	2114.6	7.854			
T	2015-02-11 16:54:39.181	6.799540559	80.806218568	2114.7	7.858			
T	2015-02-11 16:54:43.181	6.799570612	80.806237045	2114.7	7.862			
T	2015-02-11 16:54:46.181	6.799599607	80.806251252	2114.7	7.866			
T	2015-02-11 16:54:49.181	6.799629557	80.806269645	2114.7	7.869			
T	2015-02-11 16:54:52.181	6.799659831	80.806293037	2114.8	7.874			
T	2015-02-11 16:54:55.181	6.799686487	80.806311096	2114.8	7.877			
T	2015-02-11 16:54:59.181	6.799715504	80.806324642	2114.8	7.881			
T	2015-02-11 16:55:03.181	6.799751222	80.806333711	2114.7	7.885			
T	2015-02-11 16:55:06.181	6.799781308	80.806337726	2114.6	7.888			
T	2015-02-11 16:55:09.181	6.799810041	80.806342016	2114.5	7.892			
T	2015-02-11 16:55:12.181	6.799841646	80.806349660	2114.4	7.895			
T	2015-02-11 16:55:15.181	6.799873856	80.806360798	2114.4	7.899			
T	2015-02-11 16:55:18.181	6.799904245	80.806368622	2114.3	7.903			
T	2015-02-11 16:55:22.181	6.799934659	80.806373380	2114.2	7.906			
T	2015-02-11 16:56:19.181	6.799952511	80.806400958	2114.2	7.910			
T	2015-02-11 16:56:22.181	6.799981577	80.806413326	2114.2	7.913			
T	2015-02-11 16:56:24.181	6.800007373	80.806422224	2114.1	7.916			
T	2015-02-11 16:56:26.181	6.800033238	80.806431598	2114.2	7.919			
T	2015-02-11 16:56:29.181	6.800066122	80.806452849	2114.3	7.924			
T	2015-02-11 16:56:32.181	6.800090419	80.806481194	2114.4	7.928			
T	2015-02-11 16:56:35.181	6.800112230	80.806507076	2114.5	7.932			
T	2015-02-11 16:56:38.181	6.800131696	80.806529734	2114.6	7.935			
T	2015-02-11 16:56:42.181	6.800154622	80.806550144	2114.6	7.938			
T	2015-02-11 16:56:46.181	6.800179184	80.806570805	2114.7	7.942			
T	2015-02-11 16:56:49.181	6.800205763	80.806586530	2114.7	7.945			
T	2015-02-11 16:56:51.181	6.800227288	80.806603082	2114.7	7.948			
T	2015-02-11 16:56:54.181	6.800260372	80.806623685	2114.7	7.953			
T	2015-02-11 16:56:57.181	6.800290064	80.806633536	2114.7	7.956			
T	2015-02-11 16:57:01.181	6.800322890	80.806641207	2114.6	7.960			
T	2015-02-11 16:57:05.181	6.800353952	80.806642337	2114.6	7.963			
T	2015-02-11 16:57:09.181	6.800384549	80.806644262	2114.6	7.967			
T	2015-02-11 16:57:13.181	6.800411995	80.806647449	2114.5	7.970			
T	2015-02-11 16:57:17.181	6.800443568	80.806650415	2114.5	7.974			
T	2015-02-11 16:57:20.181	6.800470961	80.806657355	2114.5	7.977			
T	2015-02-11 16:57:23.181	6.800499442	80.806666350	2114.4	7.980			
T	2015-02-11 16:57:26.181	6.800532502	80.806672335	2114.4	7.984			
T	2015-02-11 16:57:29.181	6.800561899	80.806683014	2114.3	7.987			
T	2015-02-11 16:57:32.181	6.800586536	80.806700031	2114.2	7.991			
T	2015-02-11 16:57:35.181	6.800608454	80.806719129	2114.2	7.994			
T	2015-02-11 16:57:38.181	6.800632252	80.806733393	2114.1	7.997			
T	2015-02-11 16:57:42.181	6.800665342	80.806742703	2114.0	8.001			
T	2015-02-11 16:57:46.181	6.800694489	80.806748624	2113.9	8.004			
T	2015-02-11 16:57:53.181	6.800720159	80.806761563	2113.8	8.007			
T	2015-02-11 16:58:03.181	6.800747322	80.806769689	2113.7	8.010			
T	2015-02-11 16:58:22.181	6.800778390	80.806764514	2113.7	8.014			
T	2015-02-11 16:58:25.181	6.800794745	80.806742117	2113.7	8.017			
T	2015-02-11 16:58:28.181	6.800814330	80.806711719	2113.8	8.021			
T	2015-02-11 16:58:30.181	6.800830414	80.806689097	2113.9	8.024			
T	2015-02-11 16:58:33.181	6.800856939	80.806662228	2114.4	8.028			
T	2015-02-11 16:58:36.181	6.800897390	80.806660914	2115.0	8.033			
T	2015-02-11 16:58:38.181	6.800932201	80.806670664	2115.4	8.037			
T	2015-02-11 16:58:40.181	6.800970315	80.806680122	2115.9	8.041			
T	2015-02-11 16:58:42.181	6.801002470	80.806684434	2116.3	8.045			
T	2015-02-11 16:58:45.181	6.801037300	80.806679274	2116.8	8.049			
T	2015-02-11 16:58:49.181	6.801065173	80.806669525	2117.3	8.052			
T	2015-02-11 16:58:57.181	6.801077653	80.806644537	2117.7	8.055			
T	2015-02-11 16:59:01.181	6.801110348	80.806632445	2118.3	8.059			
T	2015-02-11 16:59:04.181	6.801139695	80.806617898	2118.8	8.063			
T	2015-02-11 16:59:08.181	6.801168522	80.806599734	2119.4	8.067			
T	2015-02-11 16:59:11.181	6.801202276	80.806617985	2119.7	8.071			
T	2015-02-11 16:59:13.181	6.801229949	80.806642059	2119.9	8.075			
T	2015-02-11 16:59:15.181	6.801255999	80.806667773	2120.1	8.079			
T	2015-02-11 16:59:17.181	6.801276091	80.806692024	2120.1	8.083			
T	2015-02-11 16:59:20.181	6.801293721	80.806721773	2120.1	8.086			
T	2015-02-11 16:59:24.181	6.801309856	80.806749135	2120.0	8.090			
T	2015-02-11 16:59:29.181	6.801341944	80.806754757	2120.4	8.094			
T	2015-02-11 16:59:32.181	6.801370557	80.806731544	2121.0	8.098			
T	2015-02-11 16:59:35.181	6.801392985	80.806701788	2121.7	8.102			
T	2015-02-11 16:59:38.181	6.801411149	80.806672095	2122.3	8.106			
T	2015-02-11 16:59:41.181	6.801431493	80.806638949	2122.9	8.110			
T	2015-02-11 16:59:43.181	6.801450456	80.806619006	2123.3	8.113			
T	2015-02-11 16:59:46.181	6.801482330	80.806598419	2124.0	8.117			
T	2015-02-11 16:59:49.181	6.801509337	80.806591844	2124.4	8.120			
T	2015-02-11 16:59:53.181	6.801539642	80.806589323	2124.9	8.124			
T	2015-02-11 16:59:58.181	6.801568713	80.806577274	2125.4	8.127			
T	2015-02-11 17:00:02.181	6.801589139	80.806554015	2125.9	8.131			
T	2015-02-11 17:00:05.181	6.801608661	80.806534794	2126.4	8.134			
T	2015-02-11 17:00:08.181	6.801629298	80.806516982	2126.9	8.137			
T	2015-02-11 17:00:12.181	6.801656817	80.806498438	2127.5	8.141			
T	2015-02-11 17:00:16.181	6.801687087	80.806487864	2128.0	8.144			
T	2015-02-11 17:00:21.181	6.801715756	80.806488352	2128.3	8.147			
T	2015-02-11 17:00:27.181	6.801711174	80.806520616	2128.0	8.151			
T	2015-02-11 17:00:32.181	6.801702416	80.806548880	2127.6	8.154			
T	2015-02-11 17:00:38.181	6.801706757	80.806583707	2127.3	8.158			
T	2015-02-11 17:00:42.181	6.801724479	80.806614093	2127.3	8.162			
T	2015-02-11 17:00:46.181	6.801742190	80.806637807	2127.3	8.165			
T	2015-02-11 17:00:51.181	6.801767104	80.806656693	2127.5	8.169			
T	2015-02-11 17:01:01.181	6.801763771	80.806691303	2127.0	8.173			
T	2015-02-11 17:01:04.181	6.801739117	80.806714525	2126.3	8.176			
T	2015-02-11 17:01:07.181	6.801715119	80.806727508	2125.8	8.180			
