type	time	latitude	longitude	altitude (m)	distance (km)	name	desc
T	2015-07-14 16:27:23.892	38.805849389	15.214693425	298.2	5.788		
T	2015-07-14 16:27:26.892	38.805865729	15.214724791	297.8	5.791		
T	2015-07-14 16:27:30.892	38.805878689	15.214759785	297.6	5.794		
T	2015-07-14 16:27:31.929	38.805878556	15.214940576	300.0	5.810		
T	2015-07-14 16:27:34.929	38.805886987	15.214975726	300.1	5.813		
T	2015-07-14 16:27:37.929	38.805896604	15.215011427	299.9	5.817		
T	2015-07-14 16:27:40.929	38.805909270	15.215046908	299.2	5.820		
T	2015-07-14 16:27:43.929	38.805923291	15.215085565	298.4	5.824		
T	2015-07-14 16:27:46.929	38.805936414	15.215126978	297.6	5.828		
T	2015-07-14 16:27:49.929	38.805948337	15.215165066	296.9	5.831		
T	2015-07-14 16:27:52.929	38.805959091	15.215199349	296.3	5.834		
T	2015-07-14 16:27:56.929	38.805972246	15.215241993	295.6	5.838		
T	2015-07-14 16:27:59.929	38.805982194	15.215274599	295.0	5.841		
T	2015-07-14 16:28:02.929	38.805992198	15.215310888	294.4	5.845		
T	2015-07-14 16:28:05.929	38.805998126	15.215347053	294.0	5.848		
T	2015-07-14 16:28:08.929	38.806003728	15.215384085	293.6	5.851		
T	2015-07-14 16:28:11.929	38.806009471	15.215421324	293.2	5.855		
T	2015-07-14 16:28:14.929	38.806012284	15.215457126	293.0	5.858		
T	2015-07-14 16:28:18.929	38.806010979	15.215501889	292.9	5.862		
T	2015-07-14 16:28:20.947	38.806012730	15.215628547	292.4	5.873		
T	2015-07-14 16:28:23.947	38.806014934	15.215671343	292.2	5.876		
T	2015-07-14 16:28:26.947	38.806015797	15.215714598	292.0	5.880		
T	2015-07-14 16:28:29.947	38.806014083	15.215756367	292.0	5.884		
T	2015-07-14 16:28:32.947	38.806011879	15.215795786	292.0	5.887		
T	2015-07-14 16:28:35.947	38.806008531	15.215831800	292.0	5.890		
T	2015-07-14 16:28:38.947	38.806003144	15.215866501	292.2	5.893		
T	2015-07-14 16:28:42.947	38.805993391	15.215909263	292.5	5.897		
T	2015-07-14 16:28:43.914	38.805981369	15.216015597	292.8	5.907		
T	2015-07-14 16:28:46.914	38.805982888	15.216052662	292.6	5.910		
T	2015-07-14 16:28:50.916	38.806103321	15.215980702	287.3	5.925		
T	2015-07-14 16:28:53.916	38.806108601	15.215941781	287.1	5.928		
T	2015-07-14 16:28:56.916	38.806114800	15.215904995	287.0	5.931		
T	2015-07-14 16:28:59.916	38.806124958	15.215869905	286.6	5.935		
T	2015-07-14 16:29:03.916	38.806136998	15.215830088	286.2	5.938		
T	2015-07-14 16:29:05.934	38.806163963	15.215765676	285.1	5.945		
T	2015-07-14 16:29:08.934	38.806172324	15.215731604	284.8	5.948		
T	2015-07-14 16:29:12.934	38.806179553	15.215687583	284.6	5.952		
T	2015-07-14 16:29:14.976	38.806254188	15.215476314	281.7	5.972		
T	2015-07-14 16:29:17.976	38.806258745	15.215441345	281.5	5.975		
T	2015-07-14 16:29:21.976	38.806267717	15.215398987	281.2	5.979		
T	2015-07-14 16:29:24.01	38.806285959	15.215351198	280.5	5.984		
T	2015-07-14 16:29:27.01	38.806305591	15.215315463	279.6	5.987		
T	2015-07-14 16:29:30.01	38.806316969	15.215269787	279.2	5.992		
T	2015-07-14 16:29:33.01	38.806329808	15.215221493	278.7	5.996		
T	2015-07-14 16:29:36.01	38.806343126	15.215173890	278.2	6.000		
T	2015-07-14 16:29:39.01	38.806345112	15.215129575	278.2	6.004		
T	2015-07-14 16:29:42.01	38.806339856	15.215089642	278.5	6.008		
T	2015-07-14 16:29:45.01	38.806333060	15.215050791	278.9	6.011		
T	2015-07-14 16:29:48.01	38.806332849	15.215013243	279.0	6.015		
T	2015-07-14 16:29:51.01	38.806365761	15.214981367	277.1	6.019		
T	2015-07-14 16:29:53.01	38.806391634	15.214958838	275.6	6.023		
T	2015-07-14 16:29:55.01	38.806413680	15.214936595	274.1	6.026		
T	2015-07-14 16:29:58.01	38.806443988	15.214924691	272.5	6.029		
T	2015-07-14 16:30:02.01	38.806450870	15.214963093	272.8	6.033		
T	2015-07-14 16:30:04.01	38.806440560	15.214997559	273.8	6.036		
T	2015-07-14 16:30:06.01	38.806429425	15.215035741	274.3	6.039		
T	2015-07-14 16:30:08.01	38.806421698	15.215073280	274.6	6.043		
T	2015-07-14 16:30:10.01	38.806416073	15.215109693	274.8	6.046		
T	2015-07-14 16:30:12.01	38.806413465	15.215144619	274.9	6.049		
T	2015-07-14 16:30:15.01	38.806413953	15.215192469	274.8	6.053		
T	2015-07-14 16:30:18.01	38.806415013	15.215234015	274.6	6.057		
T	2015-07-14 16:30:21.01	38.806414928	15.215273283	274.6	6.060		
T	2015-07-14 16:30:24.01	38.806415943	15.215312475	274.4	6.064		
T	2015-07-14 16:30:27.01	38.806416712	15.215350979	274.3	6.067		
T	2015-07-14 16:30:30.01	38.806417809	15.215390140	274.2	6.071		
T	2015-07-14 16:30:33.01	38.806417368	15.215431265	274.1	6.074		
T	2015-07-14 16:30:36.01	38.806417085	15.215471822	274.1	6.078		
T	2015-07-14 16:30:39.01	38.806413804	15.215506134	274.2	6.081		
T	2015-07-14 16:30:42.01	38.806413616	15.215546402	274.1	6.084		
T	2015-07-14 16:30:45.01	38.806412079	15.215583355	274.1	6.087		
T	2015-07-14 16:30:49.01	38.806411763	15.215625938	274.0	6.091		
T	2015-07-14 16:30:51.03	38.806416016	15.215732513	273.6	6.100		
T	2015-07-14 16:30:55.03	38.806417254	15.215776720	273.5	6.104		
T	2015-07-14 16:30:58.015	38.806409035	15.215891952	273.6	6.114		
T	2015-07-14 16:31:01.015	38.806402800	15.215928089	273.7	6.118		
T	2015-07-14 16:31:04.015	38.806401690	15.215963781	273.7	6.121		
T	2015-07-14 16:31:08.015	38.806402864	15.216009254	273.5	6.125		
T	2015-07-14 16:31:11.015	38.806404096	15.216047767	273.3	6.128		
T	2015-07-14 16:31:14.015	38.806406178	15.216083797	273.1	6.131		
T	2015-07-14 16:31:17.015	38.806409360	15.216121565	272.8	6.134		
T	2015-07-14 16:31:20.015	38.806410730	15.216159945	272.6	6.138		
T	2015-07-14 16:31:23.015	38.806414958	15.216196286	272.3	6.141		
T	2015-07-14 16:31:27.015	38.806437497	15.216228859	271.2	6.145		
T	2015-07-14 16:31:30.015	38.806470297	15.216233522	269.6	6.148		
T	2015-07-14 16:31:32.015	38.806499272	15.216220023	268.3	6.152		
T	2015-07-14 16:31:36.015	38.806503345	15.216182424	268.3	6.155		
T	2015-07-14 16:31:39.015	38.806496344	15.216143925	268.7	6.159		
T	2015-07-14 16:31:42.015	38.806496748	15.216104130	268.8	6.162		
T	2015-07-14 16:31:45.015	38.806505008	15.216066155	268.6	6.166		
T	2015-07-14 16:31:48.015	38.806518440	15.216026145	268.1	6.169		
T	2015-07-14 16:31:51.015	38.806527309	15.215990264	267.8	6.173		
T	2015-07-14 16:31:55.015	38.806532650	15.215949528	267.7	6.176		
T	2015-07-14 16:31:57.01	38.806546326	15.215867047	267.4	6.184		
T	2015-07-14 16:32:00.01	38.806553929	15.215824757	267.1	6.187		
T	2015-07-14 16:32:03.01	38.806570167	15.215795706	266.5	6.190		
T	2015-07-14 16:32:06.01	38.806589686	15.215767187	265.6	6.194		
T	2015-07-14 16:32:09.01	38.806610836	15.215736436	264.7	6.197		
T	2015-07-14 16:32:12.01	38.806630997	15.215702295	263.8	6.201		
T	2015-07-14 16:32:15.01	38.806639176	15.215667104	263.5	6.204		
T	2015-07-14 16:32:19.01	38.806638319	15.215624569	263.6	6.208		
T	2015-07-14 16:32:20.967	38.806694006	15.215537403	261.0	6.218		
T	2015-07-14 16:32:23.967	38.806715063	15.215511930	259.9	6.221		
T	2015-07-14 16:32:27.967	38.806736557	15.215484402	258.9	6.224		
T	2015-07-14 16:32:28.954	38.806790646	15.215312591	256.3	6.241		
T	2015-07-14 16:32:31.954	38.806805923	15.215281063	255.5	6.244		
T	2015-07-14 16:32:34.954	38.806821059	15.215250309	254.8	6.247		
T	2015-07-14 16:32:37.954	38.806839774	15.215220458	253.9	6.250		
T	2015-07-14 16:32:41.954	38.806856050	15.215187172	253.1	6.254		
T	2015-07-14 16:32:42.921	38.806922701	15.215085631	249.7	6.265		
T	2015-07-14 16:32:45.921	38.806943930	15.215056139	248.7	6.269		
T	2015-07-14 16:32:48.921	38.806964552	15.215026025	247.6	6.272		
T	2015-07-14 16:32:51.921	38.806979908	15.214993783	246.8	6.276		
T	2015-07-14 16:32:55.921	38.806981953	15.214950912	246.0	6.279		
T	2015-07-14 16:32:58.921	38.806963509	15.214920239	246.5	6.283		
T	2015-07-14 16:33:01.921	38.806940756	15.214891935	247.2	6.286		
T	2015-07-14 16:33:04.921	38.806915244	15.214861498	248.1	6.290		
T	2015-07-14 16:33:07.921	38.806888214	15.214837657	249.1	6.294		
T	2015-07-14 16:33:10.921	38.806861645	15.214815908	250.1	6.297		
T	2015-07-14 16:33:13.921	38.806838286	15.214791837	250.9	6.301		
T	2015-07-14 16:33:17.921	38.806827451	15.214755275	250.9	6.304		
T	2015-07-14 16:33:19.9	38.806852211	15.214709103	248.9	6.309		
T	2015-07-14 16:33:21.9	38.806873778	15.214683081	247.5	6.312		
T	2015-07-14 16:33:24.9	38.806877183	15.214646617	246.7	6.315		
T	2015-07-14 16:33:27.9	38.806851363	15.214608860	247.4	6.320		
T	2015-07-14 16:33:30.9	38.806835738	15.214578675	247.7	6.323		
T	2015-07-14 16:33:33.9	38.806862562	15.214564556	246.2	6.326		
T	2015-07-14 16:33:37.9	38.806894267	15.214582680	244.9	6.330		
T	2015-07-14 16:33:40.9	38.806913108	15.214611165	244.4	6.333		
T	2015-07-14 16:33:43.9	38.806929533	15.214645148	244.2	6.337		
T	2015-07-14 16:33:46.9	38.806944911	15.214675638	243.8	6.340		
T	2015-07-14 16:33:50.9	38.806966900	15.214705866	243.2	6.344		
T	2015-07-14 16:33:51.943	38.807014639	15.214762825	241.7	6.351		
T	2015-07-14 16:33:54.943	38.807036686	15.214787287	240.9	6.354		
T	2015-07-14 16:33:57.943	38.807058047	15.214809071	240.1	6.357		
T	2015-07-14 16:34:01.943	38.807085104	15.214835953	239.2	6.361		
T	2015-07-14 16:34:03.937	38.807103643	15.214870101	238.7	6.365		
T	2015-07-14 16:34:06.937	38.807114115	15.214908662	238.7	6.368		
T	2015-07-14 16:34:09.937	38.807118234	15.214949583	239.0	6.372		
T	2015-07-14 16:34:13.937	38.807117388	15.214986988	239.6	6.375		
T	2015-07-14 16:34:15.901	38.807098869	15.215101164	240.6	6.385		
T	2015-07-14 16:34:18.901	38.807080281	15.215142726	241.6	6.389		
T	2015-07-14 16:34:21.901	38.807072286	15.215183686	242.0	6.393		
T	2015-07-14 16:34:24.901	38.807064567	15.215220080	242.3	6.396		
T	2015-07-14 16:34:28.901	38.807056210	15.215263889	242.7	6.400		
T	2015-07-14 16:34:32.915	38.806964129	15.215496103	247.3	6.423		
T	2015-07-14 16:34:35.915	38.806967513	15.215538672	247.1	6.427		
T	2015-07-14 16:34:38.915	38.806984504	15.215573257	246.2	6.430		
T	2015-07-14 16:34:41.915	38.807018423	15.215603850	244.4	6.435		
T	2015-07-14 16:34:43.915	38.807044667	15.215627258	243.1	6.438		
T	2015-07-14 16:34:45.915	38.807070468	15.215657924	241.8	6.442		
T	2015-07-14 16:34:47.915	38.807100530	15.215694160	240.2	6.447		
T	2015-07-14 16:34:49.915	38.807119629	15.215722941	239.2	6.450		
T	2015-07-14 16:34:52.915	38.807140851	15.215755753	238.1	6.454		
T	2015-07-14 16:34:56.915	38.807150208	15.215799438	237.7	6.458		
T	2015-07-14 16:34:59.915	38.807141423	15.215838818	238.1	6.461		
T	2015-07-14 16:35:02.915	38.807152733	15.215889074	237.3	6.466		
T	2015-07-14 16:35:05.915	38.807174477	15.215940213	236.1	6.471		
T	2015-07-14 16:35:08.915	38.807200911	15.215982601	234.7	6.476		
T	2015-07-14 16:35:11.915	38.807218633	15.216017956	233.7	6.479		
T	2015-07-14 16:35:15.915	38.807239800	15.216068144	232.5	6.484		
T	2015-07-14 16:35:18.915	38.807264392	15.216102227	231.1	6.488		
T	2015-07-14 16:35:21.915	38.807276390	15.216143043	230.4	6.492		
T	2015-07-14 16:35:23.915	38.807268102	15.216178374	230.7	6.495		
T	2015-07-14 16:35:25.915	38.807254134	15.216214325	231.3	6.499		
T	2015-07-14 16:35:27.915	38.807256400	15.216249145	231.1	6.502		
T	2015-07-14 16:35:30.915	38.807267001	15.216283096	230.5	6.505		
T	2015-07-14 16:35:33.915	38.807295243	15.216297504	229.1	6.509		
T	2015-07-14 16:35:37.915	38.807328664	15.216294175	227.4	6.512		
T	2015-07-14 16:35:40.915	38.807352034	15.216271127	226.3	6.516		
T	2015-07-14 16:35:43.915	38.807364206	15.216238612	225.8	6.519		
T	2015-07-14 16:35:46.915	38.807367645	15.216197332	225.7	6.522		
T	2015-07-14 16:35:49.915	38.807374473	15.216154181	225.5	6.526		
T	2015-07-14 16:35:52.915	38.807382995	15.216111230	225.2	6.530		
T	2015-07-14 16:35:55.915	38.807387813	15.216069250	225.1	6.534		
T	2015-07-14 16:35:58.915	38.807385265	15.216026524	225.3	6.538		
T	2015-07-14 16:36:01.915	38.807383618	15.215985528	225.5	6.541		
T	2015-07-14 16:36:04.915	38.807386585	15.215931124	225.5	6.546		
T	2015-07-14 16:36:06.915	38.807388463	15.215890856	225.5	6.549		
T	2015-07-14 16:36:08.915	38.807390152	15.215850637	225.5	6.553		
T	2015-07-14 16:36:11.915	38.807385809	15.215800816	225.8	6.557		
T	2015-07-14 16:36:14.915	38.807373573	15.215757457	226.4	6.561		
T	2015-07-14 16:36:17.915	38.807360794	15.215716804	227.0	6.565		
T	2015-07-14 16:36:20.915	38.807349591	15.215682693	227.6	6.568		
T	2015-07-14 16:36:23.915	38.807331653	15.215649592	228.5	6.572		
T	2015-07-14 16:36:26.915	38.807311271	15.215620721	229.6	6.575		
T	2015-07-14 16:36:30.915	38.807301851	15.215583429	230.1	6.579		
T	2015-07-14 16:36:32.942	38.807360299	15.215356020	227.1	6.599		
T	2015-07-14 16:36:35.942	38.807366479	15.215312672	226.8	6.603		
T	2015-07-14 16:36:40.961	38.807486417	15.215621521	220.7	6.633		
T	2015-07-14 16:36:42.961	38.807511374	15.215636779	219.5	6.636		
T	2015-07-14 16:36:45.961	38.807541829	15.215662369	218.0	6.640		
T	2015-07-14 16:36:48.961	38.807570861	15.215683894	216.6	6.644		
T	2015-07-14 16:36:52.961	38.807592850	15.215718549	215.6	6.648		
T	2015-07-14 16:36:55.961	38.807612532	15.215746264	214.6	6.651		
T	2015-07-14 16:36:58.961	38.807634240	15.215770325	213.6	6.655		
T	2015-07-14 16:37:02.927	38.807674006	15.215947664	211.6	6.671		
T	2015-07-14 16:37:05.927	38.807683432	15.215987195	211.1	6.674		
T	2015-07-14 16:37:08.927	38.807715395	15.216009104	209.6	6.678		
T	2015-07-14 16:37:11.927	38.807744228	15.215987760	208.3	6.682		
T	2015-07-14 16:37:14.927	38.807766267	15.215946271	207.2	6.686		
T	2015-07-14 16:37:16.927	38.807776656	15.215909201	206.8	6.690		
T	2015-07-14 16:37:19.927	38.807782018	15.215862574	206.5	6.694		
T	2015-07-14 16:37:22.927	38.807777019	15.215822090	206.7	6.697		
T	2015-07-14 16:37:26.927	38.807770568	15.215782573	207.0	6.701		
T	2015-07-14 16:37:29.944	38.807778359	15.215716033	206.7	6.707		
T	2015-07-14 16:37:31.944	38.807788389	15.215682960	206.2	6.710		
T	2015-07-14 16:37:34.944	38.807797418	15.215640119	205.8	6.714		
T	2015-07-14 16:37:37.944	38.807798499	15.215605062	205.8	6.717		
T	2015-07-14 16:37:41.878	38.807865667	15.215717131	202.5	6.729		
T	2015-07-14 16:37:45.878	38.807871549	15.215761636	202.2	6.733		
T	2015-07-14 16:37:48.878	38.807877421	15.215799998	201.9	6.737		
T	2015-07-14 16:37:51.878	38.807884741	15.215843164	201.6	6.740		
T	2015-07-14 16:37:54.878	38.807895208	15.215887243	201.1	6.744		
T	2015-07-14 16:37:57.878	38.807904177	15.215922323	200.8	6.748		
T	2015-07-14 16:38:01.878	38.807926099	15.215948455	199.8	6.751		
T	2015-07-14 16:38:04.878	38.807960052	15.215939254	198.2	6.755		
T	2015-07-14 16:38:07.878	38.807992531	15.215912891	196.6	6.759		
T	2015-07-14 16:38:10.878	38.808018545	15.215880877	195.2	6.763		
T	2015-07-14 16:38:13.878	38.808041593	15.215842921	194.0	6.767		
T	2015-07-14 16:38:16.878	38.808056947	15.215807826	193.3	6.771		
T	2015-07-14 16:38:19.878	38.808072342	15.215777989	192.6	6.774		
T	2015-07-14 16:38:22.878	38.808082261	15.215744713	192.1	6.777		
T	2015-07-14 16:38:25.878	38.808089297	15.215699717	191.8	6.781		
T	2015-07-14 16:38:28.878	38.808092817	15.215651523	191.7	6.785		
T	2015-07-14 16:38:31.878	38.808088084	15.215606494	192.0	6.789		
T	2015-07-14 16:38:34.878	38.808076091	15.215566505	192.6	6.793		
T	2015-07-14 16:38:37.878	38.808065774	15.215532360	193.1	6.796		
T	2015-07-14 16:38:41.878	38.808053587	15.215488665	193.7	6.800		
T	2015-07-14 16:38:44.878	38.808041625	15.215455949	194.3	6.803		
T	2015-07-14 16:38:48.892	38.807972330	15.215381961	197.6	6.813		
T	2015-07-14 16:38:51.892	38.807952260	15.215356775	198.6	6.817		
T	2015-07-14 16:38:55.892	38.807937538	15.215317730	199.3	6.820		
T	2015-07-14 16:38:57.865	38.808027173	15.215318417	195.1	6.830		
T	2015-07-14 16:39:01.865	38.808053367	15.215342873	193.8	6.834		
T	2015-07-14 16:39:04.846	38.808202540	15.215391317	186.7	6.851		
T	2015-07-14 16:39:07.846	38.808228363	15.215424688	185.5	6.855		
T	2015-07-14 16:39:10.846	38.808250472	15.215456060	184.4	6.859		
T	2015-07-14 16:39:13.846	38.808274857	15.215487577	183.2	6.863		
T	2015-07-14 16:39:16.846	38.808299046	15.215517490	182.0	6.867		
T	2015-07-14 16:39:19.846	38.808316196	15.215544411	181.2	6.870		
T	2015-07-14 16:39:23.828	38.808366013	15.215656661	179.1	6.881		
T	2015-07-14 16:39:26.828	38.808388941	15.215691328	178.2	6.885		
T	2015-07-14 16:39:29.828	38.808412267	15.215724746	177.4	6.889		
T	2015-07-14 16:39:32.828	38.808431508	15.215755137	176.7	6.892		
T	2015-07-14 16:39:35.828	38.808449738	15.215781367	176.1	6.895		
T	2015-07-14 16:39:39.808	38.808498234	15.215924518	174.9	6.909		
T	2015-07-14 16:39:43.808	38.808525059	15.215951322	174.2	6.913		
T	2015-07-14 16:39:45.866	38.808579435	15.215880078	172.0	6.921		
T	2015-07-14 16:39:48.866	38.808596272	15.215847003	171.2	6.925		
T	2015-07-14 16:39:51.866	38.808610452	15.215816216	170.7	6.928		
T	2015-07-14 16:39:55.866	38.808623153	15.215775365	170.2	6.932		
T	2015-07-14 16:39:57.879	38.808655936	15.215723609	169.0	6.937		
T	2015-07-14 16:40:00.879	38.808674326	15.215693091	168.3	6.941		
T	2015-07-14 16:40:05.882	38.808679865	15.215739287	168.2	6.945		
T	2015-07-14 16:40:08.882	38.808665114	15.215772354	168.8	6.948		
T	2015-07-14 16:40:11.882	38.808652823	15.215812715	169.2	6.952		
T	2015-07-14 16:40:14.882	38.808651471	15.215849990	169.4	6.955		
T	2015-07-14 16:40:18.882	38.808661280	15.215888837	169.2	6.959		
T	2015-07-14 16:40:20.86	38.808704246	15.215985506	168.2	6.968		
T	2015-07-14 16:40:24.86	38.808735074	15.215982303	167.1	6.972		
T	2015-07-14 16:40:25.888	38.808774249	15.215924754	165.6	6.979		
T	2015-07-14 16:40:28.888	38.808787915	15.215884064	164.9	6.982		
T	2015-07-14 16:40:31.888	38.808799201	15.215843896	164.4	6.986		
T	2015-07-14 16:40:35.888	38.808812368	15.215802902	163.8	6.990		
T	2015-07-14 16:40:39.853	38.808855101	15.215711099	162.1	6.999		
T	2015-07-14 16:40:42.853	38.808875540	15.215686947	161.3	7.002		
T	2015-07-14 16:40:46.847	38.808854111	15.215766848	162.3	7.010		
T	2015-07-14 16:40:50.835	38.808872889	15.215945687	162.3	7.025		
T	2015-07-14 16:40:53.835	38.808885706	15.215983592	162.0	7.029		
T	2015-07-14 16:40:56.835	38.808909245	15.216008148	161.3	7.032		
T	2015-07-14 16:40:59.835	38.808940980	15.216019145	160.2	7.036		
T	2015-07-14 16:41:02.835	38.808967944	15.216027065	159.3	7.039		
T	2015-07-14 16:41:06.821	38.809066917	15.216029321	155.9	7.050		
T	2015-07-14 16:41:08.819	38.809139836	15.216053956	153.5	7.059		
T	2015-07-14 16:41:12.819	38.809169964	15.216059652	152.4	7.062		
T	2015-07-14 16:41:14.804	38.809340892	15.216051930	147.6	7.081		
T	2015-07-14 16:41:17.804	38.809372109	15.216057039	146.7	7.085		
T	2015-07-14 16:41:20.804	38.809404095	15.216060434	145.8	7.088		
T	2015-07-14 16:41:25.826	38.809531305	15.216050674	142.2	7.103		
T	2015-07-14 16:41:28.826	38.809566574	15.216063662	141.2	7.107		
T	2015-07-14 16:41:31.826	38.809599684	15.216073986	140.3	7.110		
T	2015-07-14 16:41:35.826	38.809630192	15.216076055	139.5	7.114		
T	2015-07-14 16:41:37.795	38.809818135	15.216141425	134.2	7.136		
T	2015-07-14 16:41:40.795	38.809840026	15.216162296	133.6	7.139		
T	2015-07-14 16:41:43.795	38.809863150	15.216183288	132.9	7.142		
T	2015-07-14 16:41:46.795	38.809879601	15.216211805	132.4	7.145		
T	2015-07-14 16:41:50.795	38.809900147	15.216246232	131.9	7.149		
T	2015-07-14 16:41:52.791	38.809928480	15.216264237	131.1	7.152		
T	2015-07-14 16:41:55.791	38.809957866	15.216267838	130.2	7.156		
T	2015-07-14 16:41:58.791	38.809983693	15.216255568	129.5	7.159		
T	2015-07-14 16:42:01.791	38.810009178	15.216236500	128.8	7.162		
T	2015-07-14 16:42:05.791	38.810040300	15.216223361	128.3	7.166		
T	2015-07-14 16:42:06.804	38.810097560	15.216191507	127.3	7.173		
T	2015-07-14 16:42:09.804	38.810131367	15.216171053	126.7	7.177		
T	2015-07-14 16:42:12.804	38.810159046	15.216156704	126.2	7.180		
T	2015-07-14 16:42:16.804	38.810185282	15.216142880	125.8	7.183		
T	2015-07-14 16:42:17.806	38.810266578	15.216065467	124.4	7.195		
T	2015-07-14 16:42:20.806	38.810269890	15.216024144	124.4	7.198		
T	2015-07-14 16:42:23.806	38.810265915	15.215989802	124.5	7.201		
T	2015-07-14 16:42:27.806	38.810248901	15.215951549	124.8	7.205		
T	2015-07-14 16:42:29.807	38.810230771	15.215922529	125.1	7.208		
T	2015-07-14 16:42:32.807	38.810211712	15.215897820	125.4	7.211		
T	2015-07-14 16:42:36.79	38.810241856	15.215980647	124.9	7.219		
T	2015-07-14 16:42:39.79	38.810243410	15.216018674	124.8	7.223		
T	2015-07-14 16:42:43.79	38.810244512	15.216063209	124.8	7.226		
T	2015-07-14 16:42:45.768	38.810301074	15.216315036	123.7	7.249		
T	2015-07-14 16:42:47.768	38.810314068	15.216345754	123.5	7.252		
T	2015-07-14 16:42:50.768	38.810327488	15.216388902	123.2	7.256		
T	2015-07-14 16:42:53.768	38.810334143	15.216430196	123.1	7.260		
T	2015-07-14 16:42:56.768	38.810331487	15.216477543	123.1	7.264		
T	2015-07-14 16:42:59.768	38.810332043	15.216525911	123.1	7.268		
T	2015-07-14 16:43:02.768	38.810336470	15.216573792	123.0	7.273		
T	2015-07-14 16:43:05.768	38.810344832	15.216622933	122.8	7.277		
T	2015-07-14 16:43:08.768	38.810363172	15.216661452	122.5	7.281		
T	2015-07-14 16:43:11.768	38.810384912	15.216690789	122.1	7.284		
T	2015-07-14 16:43:15.768	38.810410060	15.216719853	121.6	7.288		
T	2015-07-14 16:43:18.765	38.810437357	15.216807593	121.0	7.296		
T	2015-07-14 16:43:21.765	38.810436436	15.216855873	121.0	7.301		
T	2015-07-14 16:43:24.765	38.810433276	15.216901263	121.0	7.305		
T	2015-07-14 16:43:27.765	38.810431692	15.216941235	121.1	7.308		
T	2015-07-14 16:43:30.765	38.810430814	15.216977886	121.0	7.311		
T	2015-07-14 16:43:34.765	38.810438660	15.217019271	120.9	7.315		
T	2015-07-14 16:43:36.752	38.810341810	15.217139331	122.6	7.330		
T	2015-07-14 16:43:38.752	38.810315969	15.217155029	123.1	7.333		
T	2015-07-14 16:43:41.752	38.810286477	15.217186985	123.6	7.337		
T	2015-07-14 16:43:45.752	38.810288446	15.217231596	123.6	7.341		
T	2015-07-14 16:43:48.752	38.810309381	15.217276845	123.2	7.346		
T	2015-07-14 16:43:50.752	38.810334191	15.217314159	122.7	7.350		
T	2015-07-14 16:43:52.752	38.810358350	15.217351829	122.2	7.354		
T	2015-07-14 16:43:54.752	38.810374232	15.217391180	121.9	7.358		
T	2015-07-14 16:43:56.752	38.810385243	15.217426187	121.6	7.362		
T	2015-07-14 16:43:59.752	38.810395191	15.217467648	121.4	7.365		
T	2015-07-14 16:44:02.752	38.810411305	15.217507139	121.1	7.369		
T	2015-07-14 16:44:05.752	38.810430509	15.217542574	120.9	7.373		
T	2015-07-14 16:44:09.752	38.810452183	15.217569829	120.6	7.376		
T	2015-07-14 16:44:11.764	38.810490510	15.217660226	120.2	7.385		
T	2015-07-14 16:44:14.764	38.810494186	15.217710752	120.4	7.390		
T	2015-07-14 16:44:17.764	38.810495121	15.217750615	120.5	7.393		
T	2015-07-14 16:44:21.764	38.810491341	15.217792393	120.8	7.397		
T	2015-07-14 16:44:24.777	38.810498042	15.217869387	121.0	7.404		
T	2015-07-14 16:44:27.777	38.810515995	15.217908358	120.8	7.408		
T	2015-07-14 16:44:31.777	38.810535344	15.217942085	120.5	7.411		
T	2015-07-14 16:44:34.774	38.810583110	15.218027807	119.9	7.420		
T	2015-07-14 16:44:37.774	38.810602063	15.218072418	119.7	7.425		
T	2015-07-14 16:44:40.774	38.810618904	15.218120059	119.5	7.429		
T	2015-07-14 16:44:42.774	38.810628427	15.218160353	119.5	7.433		
T	2015-07-14 16:44:44.774	38.810637167	15.218202897	119.5	7.437		
T	2015-07-14 16:44:46.774	38.810645643	15.218241729	119.5	7.440		
T	2015-07-14 16:44:48.774	38.810657288	15.218276475	119.4	7.444		
T	2015-07-14 16:44:50.774	38.810670785	15.218308845	119.2	7.447		
T	2015-07-14 16:44:53.774	38.810683989	15.218352073	118.9	7.451		
T	2015-07-14 16:44:56.774	38.810697366	15.218394069	118.3	7.455		
T	2015-07-14 16:44:59.774	38.810708718	15.218429315	117.9	7.458		
T	2015-07-14 16:45:02.774	38.810725629	15.218471358	117.2	7.462		
T	2015-07-14 16:45:05.774	38.810744758	15.218514549	116.5	7.467		
T	2015-07-14 16:45:08.774	38.810765762	15.218556118	115.8	7.471		
T	2015-07-14 16:45:11.774	38.810788473	15.218581972	115.1	7.474		
T	2015-07-14 16:45:15.762	38.810788497	15.218680354	114.4	7.483		
T	2015-07-14 16:45:18.762	38.810796798	15.218726554	113.9	7.487		
T	2015-07-14 16:45:21.762	38.810806903	15.218766437	113.4	7.491		
T	2015-07-14 16:45:24.762	38.810810883	15.218803588	113.1	7.494		
T	2015-07-14 16:45:27.762	38.810812328	15.218842265	112.8	7.497		
T	2015-07-14 16:45:31.745	38.810802374	15.219000595	111.9	7.511		
T	2015-07-14 16:45:34.745	38.810800661	15.219050110	111.5	7.516		
T	2015-07-14 16:45:37.745	38.810799392	15.219100407	111.2	7.520		
T	2015-07-14 16:45:40.745	38.810804132	15.219143874	110.8	7.524		
T	2015-07-14 16:45:43.745	38.810808540	15.219181549	110.3	7.527		
