type	time	latitude	longitude	altitude (m)	distance (km)	name	desc
T	2015-07-14 15:36:30.164	38.800404500	15.240213825	7.7	0.805		
T	2015-07-14 15:36:39.153	38.800284495	15.240382362	6.7	1.020		
T	2015-07-14 15:36:45.153	38.800261076	15.240467189	6.3	1.028		
T	2015-07-14 15:49:27.174	38.809722485	15.226227843	37.8	1.657		
T	2015-07-14 15:49:37.269	38.809630354	15.226181770	40.8	1.668		
T	2015-07-14 15:49:40.269	38.809600374	15.226203441	41.2	1.672		
T	2015-07-14 15:49:43.269	38.809580384	15.226232407	41.3	1.675		
T	2015-07-14 15:49:47.269	38.809560577	15.226270358	41.3	1.679		
T	2015-07-14 15:49:50.291	38.809463985	15.226372294	42.3	1.693		
T	2015-07-14 15:49:53.291	38.809438349	15.226390916	42.7	1.697		
T	2015-07-14 15:49:56.291	38.809414013	15.226406491	43.1	1.700		
T	2015-07-14 15:49:59.27	38.809386246	15.226273760	45.6	1.712		
T	2015-07-14 15:50:02.27	38.809409759	15.226238485	45.5	1.716		
T	2015-07-14 15:50:05.27	38.809431780	15.226200302	45.5	1.720		
T	2015-07-14 15:50:08.27	38.809446310	15.226160823	45.7	1.724		
T	2015-07-14 15:50:11.27	38.809458859	15.226126730	45.9	1.727		
T	2015-07-14 15:50:15.27	38.809486101	15.226095145	45.6	1.731		
T	2015-07-14 15:50:18.27	38.809508649	15.226069946	45.4	1.734		
T	2015-07-14 15:50:21.27	38.809539957	15.226046491	45.0	1.738		
T	2015-07-14 15:50:24.27	38.809574567	15.226021284	44.5	1.743		
T	2015-07-14 15:50:27.27	38.809603336	15.225989874	44.3	1.747		
T	2015-07-14 15:50:30.27	38.809631393	15.225961521	44.0	1.751		
T	2015-07-14 15:50:33.27	38.809661479	15.225940590	43.6	1.755		
T	2015-07-14 15:50:37.27	38.809693110	15.225912531	43.2	1.759		
T	2015-07-14 15:50:41.27	38.809708218	15.225865569	43.5	1.764		
T	2015-07-14 15:50:45.27	38.809697516	15.225814885	44.6	1.768		
T	2015-07-14 15:50:48.27	38.809689415	15.225774821	45.6	1.772		
T	2015-07-14 15:50:51.27	38.809701162	15.225716781	46.4	1.777		
T	2015-07-14 15:50:53.27	38.809709180	15.225669747	47.1	1.781		
T	2015-07-14 15:50:55.27	38.809718612	15.225628683	47.7	1.785		
T	2015-07-14 15:50:57.27	38.809730226	15.225592668	48.1	1.788		
T	2015-07-14 15:51:00.27	38.809743344	15.225547770	48.6	1.792		
T	2015-07-14 15:51:03.27	38.809751116	15.225513274	49.1	1.796		
T	2015-07-14 15:51:07.27	38.809762417	15.225479692	49.4	1.799		
T	2015-07-14 15:51:10.237	38.809751179	15.225445572	50.4	1.802		
T	2015-07-14 15:51:17.237	38.809723087	15.225450765	51.0	1.805		
T	2015-07-14 15:51:20.237	38.809703480	15.225479597	50.9	1.809		
T	2015-07-14 15:51:23.237	38.809669392	15.225507908	51.3	1.813		
T	2015-07-14 15:51:25.237	38.809645185	15.225526040	51.5	1.816		
T	2015-07-14 15:51:28.237	38.809608702	15.225545208	52.1	1.821		
T	2015-07-14 15:51:31.237	38.809573212	15.225557551	52.7	1.825		
T	2015-07-14 15:51:35.237	38.809552061	15.225583512	52.7	1.828		
T	2015-07-14 15:51:38.237	38.809560720	15.225620594	51.8	1.831		
T	2015-07-14 15:51:41.237	38.809549872	15.225658631	51.3	1.835		
T	2015-07-14 15:51:45.237	38.809547187	15.225701972	50.5	1.839		
T	2015-07-14 15:51:49.296	38.809514991	15.225757074	50.2	1.845		
T	2015-07-14 15:51:51.296	38.809486911	15.225775863	50.5	1.848		
T	2015-07-14 15:51:53.296	38.809459494	15.225785747	50.9	1.851		
T	2015-07-14 15:51:55.296	38.809430838	15.225782299	51.7	1.855		
T	2015-07-14 15:51:57.296	38.809394551	15.225760295	53.0	1.859		
T	2015-07-14 15:51:59.296	38.809359071	15.225729858	54.5	1.864		
T	2015-07-14 15:52:01.296	38.809334765	15.225698094	55.8	1.868		
T	2015-07-14 15:52:04.296	38.809313220	15.225649452	57.3	1.873		
T	2015-07-14 15:52:07.296	38.809310410	15.225591493	58.6	1.878		
T	2015-07-14 15:52:09.296	38.809334187	15.225552041	58.9	1.882		
T	2015-07-14 15:52:11.296	38.809374245	15.225524198	58.4	1.887		
T	2015-07-14 15:52:13.296	38.809410881	15.225499585	58.0	1.892		
T	2015-07-14 15:52:15.296	38.809441209	15.225479902	57.6	1.895		
T	2015-07-14 15:52:18.296	38.809465808	15.225452892	57.5	1.899		
T	2015-07-14 15:52:22.296	38.809476894	15.225414991	58.0	1.903		
T	2015-07-14 15:52:25.344	38.809499292	15.225338555	59.0	1.910		
T	2015-07-14 15:52:29.342	38.809634726	15.225136884	59.4	1.933		
T	2015-07-14 15:52:32.342	38.809648332	15.225103607	59.7	1.936		
T	2015-07-14 15:52:35.342	38.809658700	15.225068204	60.1	1.939		
T	2015-07-14 15:52:38.342	38.809668727	15.225025208	60.6	1.943		
T	2015-07-14 15:52:41.342	38.809674054	15.224980375	61.5	1.947		
T	2015-07-14 15:52:44.342	38.809680673	15.224935054	62.3	1.951		
T	2015-07-14 15:52:47.342	38.809684758	15.224889265	63.3	1.955		
T	2015-07-14 15:52:50.342	38.809697749	15.224848166	63.9	1.959		
T	2015-07-14 15:52:53.342	38.809723327	15.224812597	64.1	1.963		
T	2015-07-14 15:52:56.342	38.809739846	15.224778038	64.4	1.967		
T	2015-07-14 15:53:00.492	38.809803712	15.224749164	63.4	1.975		
T	2015-07-14 15:53:05.492	38.809827781	15.224714246	63.5	1.979		
T	2015-07-14 15:53:08.492	38.809856901	15.224705364	63.0	1.982		
T	2015-07-14 15:53:11.492	38.809892980	15.224699600	62.1	1.986		
T	2015-07-14 15:53:14.492	38.809930447	15.224690960	61.3	1.990		
T	2015-07-14 15:53:17.492	38.809965535	15.224683052	60.5	1.994		
T	2015-07-14 15:53:20.492	38.809995285	15.224671148	60.0	1.998		
T	2015-07-14 15:53:31.501	38.810110363	15.224613738	58.0	2.012		
T	2015-07-14 15:53:33.501	38.810139462	15.224600918	57.4	2.015		
T	2015-07-14 15:53:35.501	38.810164071	15.224582702	57.1	2.018		
T	2015-07-14 15:53:38.501	38.810182552	15.224550756	57.3	2.022		
T	2015-07-14 15:53:41.501	38.810162486	15.224508140	58.9	2.026		
T	2015-07-14 15:53:43.501	38.810133448	15.224477937	60.5	2.030		
T	2015-07-14 15:53:45.501	38.810104104	15.224452929	61.9	2.034		
T	2015-07-14 15:53:49.501	38.810073861	15.224438266	63.2	2.038		
T	2015-07-14 15:53:52.501	38.810046185	15.224450443	63.8	2.041		
T	2015-07-14 15:53:55.568	38.810005110	15.224475909	64.4	2.046		
T	2015-07-14 15:53:58.568	38.809968939	15.224491749	65.0	2.050		
T	2015-07-14 15:54:01.568	38.809935951	15.224504079	65.6	2.054		
T	2015-07-14 15:54:03.568	38.809909531	15.224513278	66.1	2.057		
T	2015-07-14 15:54:06.568	38.809875523	15.224522482	66.8	2.061		
T	2015-07-14 15:54:09.568	38.809847211	15.224520304	67.6	2.064		
T	2015-07-14 15:54:13.589	38.809863012	15.224423188	69.5	2.073		
T	2015-07-14 15:54:16.589	38.809888368	15.224387833	69.7	2.077		
T	2015-07-14 15:54:18.589	38.809914349	15.224365215	69.5	2.081		
T	2015-07-14 15:54:20.589	38.809943606	15.224342017	69.3	2.084		
T	2015-07-14 15:54:22.589	38.809968572	15.224319786	69.2	2.088		
T	2015-07-14 15:54:25.589	38.810001469	15.224294561	68.9	2.092		
T	2015-07-14 15:54:28.589	38.810035846	15.224279984	68.1	2.096		
T	2015-07-14 15:54:31.589	38.810063874	15.224271953	67.4	2.099		
T	2015-07-14 15:54:34.589	38.810090194	15.224255454	67.0	2.103		
T	2015-07-14 15:54:37.589	38.810114331	15.224222401	67.0	2.107		
T	2015-07-14 15:54:39.589	38.810130406	15.224191856	67.2	2.110		
T	2015-07-14 15:54:41.589	38.810145447	15.224151184	67.7	2.114		
T	2015-07-14 15:54:43.589	38.810161401	15.224113044	68.1	2.117		
T	2015-07-14 15:54:45.589	38.810181560	15.224076989	68.4	2.121		
T	2015-07-14 15:54:47.589	38.810196452	15.224045883	68.7	2.124		
T	2015-07-14 15:54:51.589	38.810205471	15.224007972	69.3	2.128		
T	2015-07-14 15:54:54.56	38.810318941	15.223834342	69.7	2.148		
T	2015-07-14 15:54:57.56	38.810332170	15.223801832	70.0	2.151		
T	2015-07-14 15:55:00.56	38.810336998	15.223763764	70.7	2.154		
T	2015-07-14 15:55:03.56	38.810326587	15.223725882	72.0	2.158		
T	2015-07-14 15:55:06.56	38.810301195	15.223710176	73.3	2.161		
T	2015-07-14 15:55:09.56	38.810265425	15.223707640	74.6	2.165		
T	2015-07-14 15:55:11.56	38.810234118	15.223707744	75.8	2.168		
T	2015-07-14 15:55:13.56	38.810197672	15.223709234	77.0	2.172		
T	2015-07-14 15:55:15.56	38.810160976	15.223710534	78.3	2.177		
T	2015-07-14 15:55:17.56	38.810127769	15.223715122	79.4	2.180		
T	2015-07-14 15:55:19.56	38.810095389	15.223722168	80.3	2.184		
T	2015-07-14 15:55:21.56	38.810068746	15.223734445	81.0	2.187		
T	2015-07-14 15:55:24.56	38.810039385	15.223751192	81.6	2.191		
T	2015-07-14 15:55:27.56	38.810013051	15.223766315	82.1	2.194		
T	2015-07-14 15:55:31.565	38.809964175	15.223884839	80.3	2.206		
T	2015-07-14 15:55:34.55	38.809890830	15.223915771	81.3	2.214		
T	2015-07-14 15:55:37.55	38.809859716	15.223928951	81.8	2.218		
T	2015-07-14 15:55:41.55	38.809835226	15.223961509	81.6	2.222		
T	2015-07-14 15:55:44.567	38.809788846	15.224019845	81.3	2.229		
T	2015-07-14 15:55:47.567	38.809768915	15.224052202	81.0	2.233		
T	2015-07-14 15:55:50.567	38.809750683	15.224084362	80.6	2.236		
T	2015-07-14 15:55:53.567	38.809734845	15.224117867	80.2	2.240		
T	2015-07-14 15:55:57.567	38.809723324	15.224152404	79.7	2.243		
T	2015-07-14 15:55:58.585	38.809761967	15.224111694	79.7	2.248		
T	2015-07-14 15:56:01.585	38.809772859	15.224079570	80.2	2.251		
T	2015-07-14 15:56:04.585	38.809793366	15.224047919	80.5	2.255		
T	2015-07-14 15:56:07.585	38.809816974	15.224014860	80.7	2.259		
T	2015-07-14 15:56:10.585	38.809828069	15.223980184	81.3	2.262		
T	2015-07-14 15:56:13.585	38.809832912	15.223943865	82.1	2.265		
T	2015-07-14 15:56:16.585	38.809838508	15.223901028	83.0	2.269		
T	2015-07-14 15:56:19.585	38.809849290	15.223858362	83.8	2.273		
T	2015-07-14 15:56:22.585	38.809865897	15.223824847	84.3	2.277		
T	2015-07-14 15:56:25.585	38.809883887	15.223796766	84.6	2.280		
T	2015-07-14 15:56:29.585	38.809899291	15.223757195	85.2	2.284		
T	2015-07-14 15:56:32.585	38.809916808	15.223723942	85.7	2.287		
T	2015-07-14 15:56:35.585	38.809940339	15.223691177	86.0	2.291		
T	2015-07-14 15:56:38.585	38.809960747	15.223659757	86.3	2.295		
T	2015-07-14 15:56:42.585	38.809978422	15.223621299	86.9	2.298		
T	2015-07-14 15:56:45.565	38.810089891	15.223523454	85.7	2.313		
T	2015-07-14 15:56:49.565	38.810123869	15.223376806	88.1	2.327		
T	2015-07-14 15:56:52.565	38.810097084	15.223354398	89.7	2.330		
T	2015-07-14 15:56:55.565	38.810063951	15.223344228	91.3	2.334		
T	2015-07-14 15:56:57.565	38.810030355	15.223339037	92.7	2.338		
T	2015-07-14 15:56:59.565	38.809997762	15.223339726	93.9	2.342		
T	2015-07-14 15:57:01.565	38.809970736	15.223345870	94.3	2.345		
T	2015-07-14 15:57:04.565	38.809941464	15.223365094	94.4	2.348		
T	2015-07-14 15:57:07.565	38.809917360	15.223389827	94.3	2.352		
T	2015-07-14 15:57:10.565	38.809891776	15.223416484	94.2	2.355		
T	2015-07-14 15:57:13.565	38.809864789	15.223440608	94.2	2.359		
T	2015-07-14 15:57:17.565	38.809843460	15.223468854	93.9	2.363		
T	2015-07-14 15:57:19.58	38.809785574	15.223535036	93.6	2.371		
T	2015-07-14 15:57:21.58	38.809777385	15.223574324	92.8	2.375		
T	2015-07-14 15:57:23.58	38.809772585	15.223614850	91.8	2.378		
T	2015-07-14 15:57:25.58	38.809764121	15.223649540	91.2	2.382		
T	2015-07-14 15:57:28.58	38.809744330	15.223689130	90.7	2.386		
T	2015-07-14 15:57:31.58	38.809720983	15.223708048	90.7	2.389		
T	2015-07-14 15:57:35.58	38.809692766	15.223719403	91.1	2.392		
T	2015-07-14 15:57:36.615	38.809646336	15.223789614	90.5	2.400		
T	2015-07-14 15:57:39.615	38.809629281	15.223823219	90.1	2.404		
T	2015-07-14 15:57:42.615	38.809609788	15.223849255	90.0	2.407		
T	2015-07-14 15:57:46.615	38.809589148	15.223880804	89.7	2.410		
T	2015-07-14 15:57:47.647	38.809639376	15.223894854	88.1	2.416		
T	2015-07-14 15:57:51.647	38.809660829	15.223863374	88.4	2.420		
T	2015-07-14 15:57:55.69	38.809688247	15.223764793	90.1	2.429		
T	2015-07-14 15:57:58.69	38.809685313	15.223727557	91.1	2.432		
T	2015-07-14 15:58:01.69	38.809675828	15.223688628	92.3	2.436		
T	2015-07-14 15:58:04.69	38.809668512	15.223642917	93.6	2.440		
T	2015-07-14 15:58:07.69	38.809672185	15.223599270	94.6	2.443		
T	2015-07-14 15:58:10.69	38.809682324	15.223558906	95.3	2.447		
T	2015-07-14 15:58:13.69	38.809703118	15.223521650	95.8	2.451		
T	2015-07-14 15:58:16.69	38.809720835	15.223484234	96.3	2.455		
T	2015-07-14 15:58:19.69	38.809737181	15.223447715	96.8	2.459		
T	2015-07-14 15:58:23.69	38.809753098	15.223407126	97.5	2.463		
T	2015-07-14 15:58:26.69	38.809762228	15.223372261	98.2	2.466		
T	2015-07-14 15:58:29.69	38.809783431	15.223343799	98.4	2.469		
T	2015-07-14 15:58:32.69	38.809810623	15.223321434	98.3	2.473		
T	2015-07-14 15:58:36.69	38.809836855	15.223300934	98.0	2.476		
T	2015-07-14 15:58:39.74	38.809905062	15.223252741	97.2	2.485		
T	2015-07-14 15:58:42.74	38.809923030	15.223225544	97.2	2.488		
T	2015-07-14 15:58:45.74	38.809932916	15.223191268	97.4	2.491		
T	2015-07-14 15:58:48.74	38.809936593	15.223157025	97.8	2.494		
T	2015-07-14 15:58:51.73	38.809924503	15.222986605	100.5	2.509		
T	2015-07-14 15:58:54.73	38.809941304	15.222955329	100.5	2.512		
T	2015-07-14 15:58:57.73	38.809971038	15.222920607	100.2	2.517		
T	2015-07-14 15:59:00.73	38.809998579	15.222889503	99.9	2.521		
T	2015-07-14 15:59:03.73	38.810025675	15.222859327	99.3	2.525		
T	2015-07-14 15:59:06.73	38.810043537	15.222828383	99.1	2.528		
T	2015-07-14 15:59:09.73	38.810050528	15.222794787	99.3	2.531		
T	2015-07-14 15:59:12.73	38.810053964	15.222758621	99.7	2.535		
T	2015-07-14 15:59:15.73	38.810057736	15.222723501	100.0	2.538		
T	2015-07-14 15:59:19.73	38.810051031	15.222681937	100.8	2.541		
T	2015-07-14 15:59:20.733	38.810045033	15.222584847	102.3	2.550		
T	2015-07-14 15:59:23.733	38.810042244	15.222542441	103.0	2.554		
T	2015-07-14 15:59:26.733	38.810039413	15.222502824	103.6	2.557		
T	2015-07-14 15:59:29.733	38.810034849	15.222467153	103.9	2.560		
T	2015-07-14 15:59:33.733	38.810019918	15.222427847	104.6	2.564		
T	2015-07-14 15:59:36.733	38.809996950	15.222398258	105.5	2.568		
T	2015-07-14 15:59:39.733	38.809976237	15.222367461	106.2	2.571		
T	2015-07-14 15:59:42.733	38.809959189	15.222340065	106.9	2.574		
T	2015-07-14 15:59:45.723	38.810030629	15.222223731	105.0	2.587		
T	2015-07-14 15:59:48.723	38.810053289	15.222201024	104.3	2.590		
T	2015-07-14 15:59:51.723	38.810081684	15.222176340	103.5	2.594		
T	2015-07-14 15:59:54.723	38.810113160	15.222142522	102.6	2.599		
T	2015-07-14 15:59:56.723	38.810134683	15.222117917	102.0	2.602		
T	2015-07-14 15:59:59.723	38.810158997	15.222078973	101.4	2.606		
T	2015-07-14 16:00:02.723	38.810176942	15.222038853	101.0	2.610		
T	2015-07-14 16:00:05.723	38.810188311	15.222002121	100.8	2.614		
T	2015-07-14 16:00:08.723	38.810192986	15.221964773	100.8	2.617		
T	2015-07-14 16:00:11.723	38.810189545	15.221921750	101.1	2.621		
T	2015-07-14 16:00:14.723	38.810175532	15.221881321	101.7	2.625		
T	2015-07-14 16:00:17.723	38.810163357	15.221849159	102.3	2.628		
T	2015-07-14 16:00:21.723	38.810155100	15.221804746	102.7	2.632		
T	2015-07-14 16:00:24.723	38.810155060	15.221765630	102.9	2.635		
T	2015-07-14 16:00:27.723	38.810143908	15.221719310	103.5	2.639		
T	2015-07-14 16:00:29.723	38.810130010	15.221683351	104.0	2.643		
T	2015-07-14 16:00:31.723	38.810118072	15.221651647	104.5	2.646		
T	2015-07-14 16:00:34.723	38.810121997	15.221612571	104.5	2.649		
T	2015-07-14 16:00:38.723	38.810134650	15.221574873	104.2	2.653		
T	2015-07-14 16:00:40.765	38.810159602	15.221470775	103.8	2.662		
T	2015-07-14 16:00:43.765	38.810167533	15.221432585	103.7	2.666		
T	2015-07-14 16:00:47.765	38.810181674	15.221395414	103.4	2.669		
T	2015-07-14 16:00:49.764	38.810126463	15.221130127	105.8	2.693		
T	2015-07-14 16:00:53.764	38.810129554	15.221088780	105.8	2.697		
T	2015-07-14 16:00:54.756	38.810144229	15.220972102	105.8	2.707		
T	2015-07-14 16:00:57.756	38.810148484	15.220934890	105.8	2.711		
T	2015-07-14 16:01:00.756	38.810155616	15.220894566	105.7	2.714		
T	2015-07-14 16:01:03.756	38.810164929	15.220854073	105.6	2.718		
T	2015-07-14 16:01:06.756	38.810178301	15.220816016	105.5	2.721		
T	2015-07-14 16:01:09.756	38.810191276	15.220780245	105.5	2.725		
T	2015-07-14 16:01:12.756	38.810198925	15.220743995	105.7	2.728		
T	2015-07-14 16:01:16.756	38.810207083	15.220701796	105.9	2.732		
T	2015-07-14 16:01:18.751	38.810223904	15.220550430	107.0	2.745		
T	2015-07-14 16:01:21.751	38.810224725	15.220500173	107.5	2.750		
T	2015-07-14 16:01:24.751	38.810222244	15.220459072	108.0	2.753		
T	2015-07-14 16:01:29.751	38.810224924	15.220421878	108.3	2.757		
T	2015-07-14 16:01:30.731	38.810282233	15.220360876	107.5	2.765		
T	2015-07-14 16:01:34.731	38.810311525	15.220333543	107.0	2.769		
T	2015-07-14 16:01:37.731	38.810336866	15.220312149	106.6	2.772		
T	2015-07-14 16:01:40.731	38.810368088	15.220292780	106.0	2.776		
T	2015-07-14 16:01:43.731	38.810403210	15.220274480	105.4	2.780		
T	2015-07-14 16:01:46.731	38.810434428	15.220254847	104.8	2.784		
T	2015-07-14 16:01:50.731	38.810459714	15.220223447	104.5	2.788		
T	2015-07-14 16:01:53.731	38.810477850	15.220197600	104.4	2.791		
T	2015-07-14 16:01:55.694	38.810499261	15.220086666	105.1	2.801		
T	2015-07-14 16:01:58.694	38.810512163	15.220050014	105.2	2.805		
T	2015-07-14 16:02:01.694	38.810525939	15.220018677	105.2	2.808		
T	2015-07-14 16:02:05.694	38.810548211	15.219982632	105.1	2.812		
T	2015-07-14 16:02:08.694	38.810565917	15.219949770	105.1	2.815		
T	2015-07-14 16:02:11.694	38.810579284	15.219913087	105.3	2.819		
T	2015-07-14 16:02:14.694	38.810585842	15.219877458	105.6	2.822		
T	2015-07-14 16:02:17.694	38.810582768	15.219841554	106.2	2.825		
T	2015-07-14 16:02:20.694	38.810583669	15.219803967	106.7	2.828		
T	2015-07-14 16:02:23.694	38.810599204	15.219767281	106.8	2.832		
T	2015-07-14 16:02:26.694	38.810626801	15.219730857	106.7	2.836		
T	2015-07-14 16:02:29.694	38.810652793	15.219695401	106.6	2.841		
T	2015-07-14 16:02:32.694	38.810673883	15.219663630	106.5	2.844		
T	2015-07-14 16:02:36.694	38.810695174	15.219629982	106.5	2.848		
T	2015-07-14 16:02:39.692	38.810771181	15.219452625	107.3	2.866		
T	2015-07-14 16:02:41.692	38.810797023	15.219437318	106.9	2.869		
T	2015-07-14 16:02:44.692	38.810819384	15.219414852	106.7	2.872		
T	2015-07-14 16:02:49.704	38.810810723	15.219219669	109.7	2.889		
T	2015-07-14 16:02:52.704	38.810813956	15.219183944	110.2	2.892		
T	2015-07-14 16:02:55.704	38.810811755	15.219149084	110.6	2.895		
T	2015-07-14 16:02:59.66	38.810788459	15.218928354	112.7	2.915		
T	2015-07-14 16:03:02.66	38.810782177	15.218893588	113.0	2.918		
T	2015-07-14 16:03:06.639	38.810758612	15.218770328	114.4	2.929		
T	2015-07-14 16:03:08.639	38.810743012	15.218741330	115.0	2.932		
T	2015-07-14 16:03:10.639	38.810732068	15.218708375	115.4	2.935		
T	2015-07-14 16:03:13.639	38.810721600	15.218662049	116.0	2.939		
T	2015-07-14 16:03:16.639	38.810719029	15.218623980	116.3	2.943		
T	2015-07-14 16:03:21.657	38.810692137	15.218477790	117.9	2.956		
T	2015-07-14 16:03:24.657	38.810675616	15.218441704	118.5	2.959		
T	2015-07-14 16:03:27.657	38.810656695	15.218411546	119.1	2.963		
T	2015-07-14 16:03:31.657	38.810648395	15.218373518	119.5	2.966		
T	2015-07-14 16:03:33.673	38.810618136	15.218320902	120.3	2.972		
T	2015-07-14 16:03:36.673	38.810590134	15.218289036	120.8	2.976		
T	2015-07-14 16:03:39.673	38.810562300	15.218261852	121.2	2.980		
T	2015-07-14 16:03:42.673	38.810541698	15.218234252	121.5	2.983		
T	2015-07-14 16:03:45.673	38.810520993	15.218192942	121.8	2.987		
T	2015-07-14 16:03:48.673	38.810507031	15.218147865	121.9	2.992		
T	2015-07-14 16:03:51.673	38.810495285	15.218108018	122.0	2.995		
T	2015-07-14 16:03:54.673	38.810487979	15.218072721	122.0	2.999		
T	2015-07-14 16:03:58.673	38.810483055	15.218032166	121.9	3.002		
T	2015-07-14 16:03:59.668	38.810475738	15.217957563	121.8	3.009		
T	2015-07-14 16:04:02.668	38.810467233	15.217916317	121.8	3.012		
T	2015-07-14 16:04:05.668	38.810467809	15.217875385	121.6	3.016		
T	2015-07-14 16:04:08.668	38.810472739	15.217838043	121.3	3.019		
T	2015-07-14 16:04:12.668	38.810466353	15.217795951	121.3	3.023		
T	2015-07-14 16:04:15.668	38.810448974	15.217766255	121.5	3.026		
T	2015-07-14 16:04:18.668	38.810430590	15.217732059	121.7	3.030		
T	2015-07-14 16:04:21.668	38.810413276	15.217697663	121.9	3.033		
T	2015-07-14 16:04:24.668	38.810388897	15.217659998	122.2	3.038		
T	2015-07-14 16:04:27.668	38.810367561	15.217628031	122.5	3.041		
T	2015-07-14 16:04:30.668	38.810346235	15.217596036	122.8	3.045		
T	2015-07-14 16:04:33.668	38.810322863	15.217562467	123.1	3.049		
T	2015-07-14 16:04:36.668	38.810303760	15.217528416	123.3	3.053		
T	2015-07-14 16:04:39.668	38.810289391	15.217495302	123.5	3.056		
T	2015-07-14 16:04:42.668	38.810281873	15.217458045	123.6	3.059		
T	2015-07-14 16:04:45.668	38.810271686	15.217420516	123.8	3.063		
T	2015-07-14 16:04:48.668	38.810261197	15.217383600	124.0	3.066		
T	2015-07-14 16:04:51.668	38.810246419	15.217347220	124.3	3.070		
T	2015-07-14 16:04:54.668	38.810234126	15.217305768	124.6	3.074		
T	2015-07-14 16:04:57.668	38.810225742	15.217261969	124.7	3.078		
T	2015-07-14 16:05:00.668	38.810220086	15.217219981	124.9	3.081		
T	2015-07-14 16:05:03.668	38.810223540	15.217182304	124.8	3.085		
T	2015-07-14 16:05:06.668	38.810224917	15.217145738	124.8	3.088		
T	2015-07-14 16:05:10.668	38.810246561	15.217114245	124.4	3.091		
T	2015-07-14 16:05:12.716	38.810288789	15.217099518	123.6	3.096		
T	2015-07-14 16:05:15.716	38.810330648	15.217094486	122.8	3.101		
T	2015-07-14 16:05:17.716	38.810362638	15.217088766	122.2	3.105		
T	2015-07-14 16:05:19.716	38.810395134	15.217079700	121.7	3.108		
T	2015-07-14 16:05:22.716	38.810424699	15.217050915	121.1	3.112		
T	2015-07-14 16:05:25.716	38.810427759	15.217012801	121.1	3.116		
T	2015-07-14 16:05:28.716	38.810407216	15.216985546	121.5	3.119		
T	2015-07-14 16:05:31.716	38.810381668	15.216966289	122.0	3.122		
T	2015-07-14 16:05:35.706	38.810250288	15.216798707	124.5	3.143		
T	2015-07-14 16:05:38.706	38.810194698	15.216753457	125.5	3.150		
T	2015-07-14 16:05:42.706	38.810128987	15.216722882	126.7	3.158		
T	2015-07-14 16:05:53.709	38.810210426	15.216801218	125.2	3.170		
T	2015-07-14 16:06:11.709	38.810461339	15.216888742	120.5	3.199		
T	2015-07-14 16:06:14.709	38.810300773	15.216750730	123.5	3.220		
T	2015-07-14 16:06:15.709	38.810230987	15.216674463	124.8	3.230		
T	2015-07-14 16:06:17.709	38.810185655	15.216605091	125.7	3.238		
T	2015-07-14 16:06:20.709	38.810133948	15.216565256	126.6	3.245		
T	2015-07-14 16:06:22.709	38.810103906	15.216550476	127.2	3.249		
T	2015-07-14 16:06:24.709	38.810076191	15.216539052	127.6	3.252		
T	2015-07-14 16:06:27.709	38.810040380	15.216521662	128.3	3.256		
T	2015-07-14 16:06:30.709	38.810020407	15.216493710	128.6	3.260		
T	2015-07-14 16:06:33.709	38.809990994	15.216463732	129.3	3.264		
T	2015-07-14 16:06:35.709	38.809965958	15.216444667	130.0	3.267		
T	2015-07-14 16:06:37.709	38.809938875	15.216426200	130.8	3.270		
T	2015-07-14 16:06:39.709	38.809909483	15.216406807	131.7	3.274		
T	2015-07-14 16:06:41.709	38.809879570	15.216386883	132.5	3.278		
T	2015-07-14 16:06:43.709	38.809852885	15.216366973	133.3	3.281		
T	2015-07-14 16:06:46.709	38.809828662	15.216341357	134.0	3.285		
T	2015-07-14 16:06:49.709	38.809801106	15.216316321	134.8	3.289		
T	2015-07-14 16:06:52.709	38.809783392	15.216284486	135.3	3.292		
T	2015-07-14 16:06:55.709	38.809758786	15.216251223	135.9	3.296		
T	2015-07-14 16:06:57.709	38.809736376	15.216226320	136.6	3.299		
T	2015-07-14 16:06:59.709	38.809716935	15.216200157	137.1	3.302		
T	2015-07-14 16:07:02.709	38.809700005	15.216163167	137.6	3.306		
T	2015-07-14 16:07:07.709	38.809688334	15.216126428	137.9	3.310		
T	2015-07-14 16:07:08.723	38.809467044	15.216044449	144.0	3.335		
T	2015-07-14 16:07:11.723	38.809437101	15.216052802	144.9	3.339		
T	2015-07-14 16:07:15.742	38.809253953	15.216011889	150.0	3.360		
T	2015-07-14 16:07:18.742	38.809218578	15.216001506	150.9	3.364		
T	2015-07-14 16:07:21.742	38.809183931	15.215990797	151.9	3.368		
T	2015-07-14 16:07:24.742	38.809153567	15.215983170	152.8	3.371		
T	2015-07-14 16:07:27.742	38.809122350	15.215977678	153.9	3.375		
T	2015-07-14 16:07:30.742	38.809089678	15.215975161	155.0	3.378		
T	2015-07-14 16:07:34.742	38.809057671	15.215968105	156.1	3.382		
T	2015-07-14 16:07:37.749	38.808957495	15.215938115	159.4	3.393		
T	2015-07-14 16:07:40.749	38.808924247	15.215932390	160.5	3.397		
T	2015-07-14 16:07:43.749	38.808897073	15.215937059	161.4	3.400		
T	2015-07-14 16:07:46.749	38.808864851	15.215947446	162.6	3.404		
T	2015-07-14 16:07:49.749	38.808837202	15.215964043	163.6	3.407		
T	2015-07-14 16:07:52.749	38.808807735	15.215976103	164.6	3.411		
T	2015-07-14 16:07:55.749	38.808777237	15.215972559	165.7	3.414		
