type	time	latitude	longitude	altitude (m)	distance (km)	name	desc
T	2016-08-25 12:32:30.732	43.216280780	-4.900543260	476.0	0.000		
T	2016-08-25 12:32:45.732	43.216359475	-4.900615707	493.0	0.011		
T	2016-08-25 12:32:53.732	43.216452723	-4.900618923	498.0	0.021		
T	2016-08-25 12:33:07.732	43.216546212	-4.900583049	498.0	0.032		
T	2016-08-25 12:33:14.732	43.216640036	-4.900541676	499.0	0.043		
T	2016-08-25 12:33:21.732	43.216731999	-4.900515400	502.0	0.053		
T	2016-08-25 12:33:30.732	43.216830497	-4.900505946	509.0	0.064		
T	2016-08-25 12:33:40.732	43.216927191	-4.900514102	504.0	0.075		
T	2016-08-25 12:33:52.732	43.217021728	-4.900507464	501.0	0.085		
T	2016-08-25 12:34:03.732	43.217111259	-4.900468979	504.0	0.096		
T	2016-08-25 12:34:12.732	43.217194296	-4.900409401	504.0	0.106		
T	2016-08-25 12:34:20.732	43.217277495	-4.900358214	502.0	0.116		
T	2016-08-25 12:34:28.732	43.217372015	-4.900394638	506.0	0.127		
T	2016-08-25 12:34:44.732	43.217462990	-4.900407087	508.0	0.137		
T	2016-08-25 12:35:02.732	43.217551590	-4.900444203	506.0	0.148		
T	2016-08-25 12:35:23.732	43.217637762	-4.900403971	505.0	0.158		
T	2016-08-25 12:35:34.732	43.217708692	-4.900484714	505.0	0.168		
T	2016-08-25 12:35:43.732	43.217723836	-4.900613658	507.0	0.179		
T	2016-08-25 12:36:39.732	43.218114803	-4.900592068	506.0	0.222		
T	2016-08-25 12:36:51.732	43.218109290	-4.900438407	509.0	0.235		
T	2016-08-25 12:40:43.732	43.219194422	-4.899161543	456.0	0.394		
T	2016-08-25 12:40:48.732	43.219253523	-4.899034527	471.0	0.406		
T	2016-08-25 12:40:53.732	43.219281852	-4.898912491	481.0	0.416		
T	2016-08-25 12:41:04.732	43.219309974	-4.898795090	485.0	0.426		
T	2016-08-25 12:41:13.732	43.219387205	-4.898711843	490.0	0.437		
T	2016-08-25 12:41:26.732	43.219432370	-4.898600477	499.0	0.448		
T	2016-08-25 12:41:40.732	43.219439414	-4.898476842	502.0	0.458		
T	2016-08-25 12:41:46.732	43.219367647	-4.898401712	506.0	0.468		
T	2016-08-25 12:41:56.732	43.219276363	-4.898397152	510.0	0.478		
T	2016-08-25 12:42:04.732	43.219272547	-4.898270880	510.0	0.488		
T	2016-08-25 12:42:12.732	43.219219654	-4.898154054	514.0	0.499		
T	2016-08-25 12:42:20.732	43.219174244	-4.898046179	518.0	0.509		
T	2016-08-25 12:42:28.732	43.219100001	-4.897947782	524.0	0.521		
T	2016-08-25 12:42:45.732	43.219065556	-4.897828167	527.0	0.531		
T	2016-08-25 12:42:52.732	43.219085696	-4.897698243	526.0	0.542		
T	2016-08-25 12:43:06.732	43.219051375	-4.897574323	522.0	0.553		
T	2016-08-25 12:43:12.732	43.219137085	-4.897506028	527.0	0.564		
T	2016-08-25 12:43:15.732	43.219238670	-4.897499654	531.0	0.575		
T	2016-08-25 12:43:18.732	43.219348066	-4.897490760	533.0	0.587		
T	2016-08-25 12:43:21.732	43.219447367	-4.897490983	534.0	0.598		
T	2016-08-25 12:43:32.732	43.219519681	-4.897410034	542.0	0.609		
T	2016-08-25 12:43:38.732	43.219554151	-4.897287759	543.0	0.619		
T	2016-08-25 12:43:43.732	43.219613310	-4.897193823	543.0	0.630		
T	2016-08-25 12:43:51.732	43.219692249	-4.897122262	542.0	0.640		
T	2016-08-25 12:43:59.732	43.219776573	-4.897062558	540.0	0.651		
T	2016-08-25 12:44:07.732	43.219869085	-4.897021295	541.0	0.661		
T	2016-08-25 12:44:15.732	43.219955968	-4.896959127	538.0	0.672		
T	2016-08-25 12:44:23.732	43.220043787	-4.896901384	536.0	0.683		
T	2016-08-25 12:44:37.732	43.220129493	-4.896854522	534.0	0.693		
T	2016-08-25 12:44:44.732	43.220204076	-4.896758333	537.0	0.705		
T	2016-08-25 12:44:50.732	43.220272513	-4.896671908	539.0	0.715		
T	2016-08-25 12:44:58.732	43.220345994	-4.896589513	534.0	0.726		
T	2016-08-25 12:45:13.732	43.220438748	-4.896546150	539.0	0.737		
T	2016-08-25 12:45:26.732	43.220501147	-4.896448521	538.0	0.747		
T	2016-08-25 12:46:00.732	43.220603645	-4.896460001	541.0	0.759		
T	2016-08-25 12:46:04.732	43.220702482	-4.896463312	537.0	0.770		
T	2016-08-25 12:46:09.732	43.220804444	-4.896448209	535.0	0.781		
T	2016-08-25 12:46:15.732	43.220897841	-4.896454883	534.0	0.791		
T	2016-08-25 12:46:23.732	43.220983255	-4.896508341	536.0	0.802		
T	2016-08-25 12:46:31.732	43.221053727	-4.896612135	542.0	0.813		
T	2016-08-25 12:46:37.732	43.221085317	-4.896753180	543.0	0.825		
T	2016-08-25 12:46:44.732	43.221147616	-4.896849367	546.0	0.836		
T	2016-08-25 12:46:52.732	43.221237821	-4.896872541	547.0	0.846		
T	2016-08-25 12:46:58.732	43.221291128	-4.896738473	550.0	0.858		
T	2016-08-25 12:47:01.732	43.221320326	-4.896609622	548.0	0.869		
T	2016-08-25 12:47:04.732	43.221350199	-4.896453784	538.0	0.882		
T	2016-08-25 12:47:06.732	43.221370777	-4.896332175	536.0	0.892		
T	2016-08-25 12:47:08.732	43.221391787	-4.896211134	536.0	0.903		
T	2016-08-25 12:47:11.732	43.221417581	-4.896042574	537.0	0.917		
T	2016-08-25 12:47:14.732	43.221441474	-4.895868008	538.0	0.931		
T	2016-08-25 12:47:17.732	43.221470502	-4.895721742	537.0	0.943		
T	2016-08-25 12:47:25.732	43.221559488	-4.895677358	535.0	0.954		
T	2016-08-25 12:47:32.732	43.221640437	-4.895565117	534.0	0.967		
T	2016-08-25 12:47:40.732	43.221706620	-4.895424236	541.0	0.980		
T	2016-08-25 12:47:49.732	43.221624462	-4.895590472	539.0	0.997		
T	2016-08-25 12:47:53.732	43.221574729	-4.895731310	541.0	1.009		
T	2016-08-25 12:48:01.732	43.221691414	-4.895748446	541.0	1.022		
T	2016-08-25 12:48:05.732	43.221758887	-4.895834858	538.0	1.033		
T	2016-08-25 12:48:10.732	43.221823985	-4.895938464	533.0	1.044		
T	2016-08-25 12:48:16.732	43.221866601	-4.896054825	529.0	1.054		
T	2016-08-25 12:48:22.732	43.221930557	-4.896171700	521.0	1.066		
T	2016-08-25 12:48:30.732	43.221992534	-4.896273287	518.0	1.077		
T	2016-08-25 12:48:40.732	43.222071337	-4.896332942	507.0	1.087		
T	2016-08-25 12:48:48.732	43.222144057	-4.896411126	507.0	1.097		
T	2016-08-25 12:48:58.732	43.222231976	-4.896468034	508.0	1.108		
T	2016-08-25 12:49:11.732	43.222331162	-4.896472739	511.0	1.119		
T	2016-08-25 12:49:19.732	43.222423382	-4.896495585	505.0	1.129		
T	2016-08-25 12:49:28.732	43.222509000	-4.896452675	506.0	1.140		
T	2016-08-25 12:49:39.732	43.222583356	-4.896375123	501.0	1.150		
T	2016-08-25 12:49:49.732	43.222667895	-4.896430768	498.0	1.160		
T	2016-08-25 12:49:58.732	43.222759609	-4.896480439	497.0	1.171		
T	2016-08-25 12:50:06.732	43.222855025	-4.896472423	498.0	1.182		
T	2016-08-25 12:50:17.732	43.222949650	-4.896467903	495.0	1.192		
T	2016-08-25 12:50:27.732	43.223044027	-4.896425306	497.0	1.203		
T	2016-08-25 12:51:12.732	43.224175022	-4.896022863	509.0	1.333		
T	2016-08-25 12:51:16.732	43.224254309	-4.895918103	509.0	1.346		
T	2016-08-25 12:51:22.732	43.224228702	-4.895776268	509.0	1.357		
T	2016-08-25 12:53:44.732	43.224069547	-4.895879988	525.0	1.377		
T	2016-08-25 12:53:45.732	43.224002950	-4.895968165	525.0	1.387		
T	2016-08-25 12:53:47.732	43.223912796	-4.896097522	530.0	1.402		
T	2016-08-25 12:53:49.732	43.223851764	-4.896205334	531.0	1.413		
T	2016-08-25 12:53:53.732	43.223803916	-4.896339646	535.0	1.425		
T	2016-08-25 12:53:59.732	43.223791282	-4.896465729	538.0	1.435		
T	2016-08-25 12:54:05.732	43.223774634	-4.896597481	540.0	1.446		
T	2016-08-25 12:54:11.732	43.223775478	-4.896728176	545.0	1.457		
T	2016-08-25 12:54:21.732	43.223830404	-4.896830421	550.0	1.467		
T	2016-08-25 12:54:36.732	43.223929235	-4.896817602	518.0	1.478		
T	2016-08-25 12:54:45.732	43.224023913	-4.896768782	513.0	1.489		
T	2016-08-25 12:54:59.732	43.224114700	-4.896803456	507.0	1.500		
T	2016-08-25 12:55:11.732	43.224209835	-4.896846330	499.0	1.511		
T	2016-08-25 12:55:28.732	43.224314600	-4.896691539	499.0	1.528		
T	2016-08-25 12:55:32.732	43.224327859	-4.896400390	498.0	1.552		
T	2016-08-25 12:55:35.732	43.224346823	-4.896145533	498.0	1.573		
T	2016-08-25 12:55:37.732	43.224323362	-4.896010309	497.0	1.584		
T	2016-08-25 12:55:40.732	43.224248816	-4.895847239	496.0	1.600		
T	2016-08-25 12:55:53.732	43.224288836	-4.896025023	487.0	1.615		
T	2016-08-25 12:55:57.732	43.224337195	-4.896145427	485.0	1.626		
T	2016-08-25 12:56:08.732	43.224255971	-4.896049237	481.0	1.638		
T	2016-08-25 12:56:20.732	43.224356442	-4.895983785	472.0	1.650		
T	2016-08-25 12:56:24.732	43.224441463	-4.895895585	474.0	1.662		
T	2016-08-25 12:56:26.732	43.224454779	-4.896112558	487.0	1.680		
T	2016-08-25 12:56:28.732	43.224462946	-4.896293706	492.0	1.694		
T	2016-08-25 12:56:30.732	43.224477119	-4.896430886	479.0	1.706		
T	2016-08-25 12:56:49.732	43.224580102	-4.896503625	493.0	1.719		
T	2016-08-25 12:56:55.732	43.224650494	-4.896583710	496.0	1.729		
T	2016-08-25 12:57:19.732	43.224744011	-4.896570629	497.0	1.739		
T	2016-08-25 12:57:28.732	43.224784709	-4.896700753	502.0	1.751		
T	2016-08-25 12:57:34.732	43.224766769	-4.896835948	507.0	1.762		
T	2016-08-25 12:57:54.732	43.224837821	-4.897067006	508.0	1.782		
T	2016-08-25 12:57:58.732	43.224940712	-4.897129796	504.0	1.795		
T	2016-08-25 12:58:01.732	43.225046371	-4.897155439	501.0	1.807		
T	2016-08-25 12:58:03.732	43.225218379	-4.897142428	504.0	1.826		
T	2016-08-25 12:58:05.732	43.225381842	-4.897129667	504.0	1.844		
T	2016-08-25 12:58:07.732	43.225479697	-4.897123759	502.0	1.855		
T	2016-08-25 12:58:18.732	43.225318670	-4.897171538	501.0	1.873		
T	2016-08-25 12:58:20.732	43.225157566	-4.897192712	504.0	1.891		
T	2016-08-25 12:58:22.732	43.225049792	-4.897196066	506.0	1.903		
T	2016-08-25 12:58:39.732	43.225140491	-4.897185257	534.0	1.913		
T	2016-08-25 12:58:50.732	43.225235521	-4.897194658	556.0	1.924		
T	2016-08-25 12:59:01.732	43.225330198	-4.897202123	570.0	1.934		
T	2016-08-25 12:59:23.732	43.225452752	-4.896992409	592.0	1.956		
T	2016-08-25 12:59:25.732	43.225544309	-4.896846150	595.0	1.972		
T	2016-08-25 12:59:27.732	43.225689190	-4.896728480	597.0	1.991		
T	2016-08-25 12:59:28.732	43.225783846	-4.896680934	597.0	2.002		
T	2016-08-25 12:59:30.732	43.225924080	-4.896628555	599.0	2.018		
T	2016-08-25 12:59:33.732	43.226030467	-4.896621598	596.0	2.030		
T	2016-08-25 13:00:22.732	43.225966815	-4.896709210	594.0	2.040		
T	2016-08-25 13:00:59.732	43.226074546	-4.896576719	583.0	2.056		
T	2016-08-25 13:01:00.732	43.226158857	-4.896471851	583.0	2.069		
T	2016-08-25 13:01:01.732	43.226230089	-4.896380948	580.0	2.079		
T	2016-08-25 13:01:03.732	43.226333861	-4.896244624	578.0	2.095		
T	2016-08-25 13:01:05.732	43.226396101	-4.896150835	574.0	2.106		
T	2016-08-25 13:01:09.732	43.226444222	-4.896026820	566.0	2.117		
T	2016-08-25 13:01:30.732	43.226548697	-4.895880512	560.0	2.134		
T	2016-08-25 13:01:32.732	43.226659274	-4.895770145	561.0	2.149		
T	2016-08-25 13:01:34.732	43.226739020	-4.895686016	560.0	2.160		
T	2016-08-25 13:01:37.732	43.226809790	-4.895601842	563.0	2.170		
T	2016-08-25 13:01:44.732	43.226889789	-4.895531424	564.0	2.181		
T	2016-08-25 13:02:06.732	43.226979373	-4.895507654	585.0	2.191		
T	2016-08-25 13:02:18.732	43.227073601	-4.895469676	596.0	2.202		
T	2016-08-25 13:02:25.732	43.227150103	-4.895373246	596.0	2.214		
T	2016-08-25 13:02:31.732	43.227228498	-4.895298634	593.0	2.224		
T	2016-08-25 13:02:40.732	43.227320440	-4.895257878	592.0	2.235		
T	2016-08-25 13:02:56.732	43.227336236	-4.895130105	567.0	2.246		
T	2016-08-25 13:03:11.732	43.227306411	-4.895004033	563.0	2.256		
T	2016-08-25 13:03:20.732	43.227258706	-4.894885663	552.0	2.267		
T	2016-08-25 13:03:41.732	43.227357133	-4.894898696	526.0	2.278		
T	2016-08-25 13:03:49.732	43.227446671	-4.894934403	529.0	2.289		
T	2016-08-25 13:03:56.732	43.227489914	-4.894825998	517.0	2.299		
T	2016-08-25 13:04:04.732	43.227556422	-4.894725782	512.0	2.310		
T	2016-08-25 13:04:13.732	43.227650052	-4.894763225	505.0	2.320		
T	2016-08-25 13:04:21.732	43.227704774	-4.894866007	500.0	2.331		
T	2016-08-25 13:04:30.732	43.227780464	-4.894942161	494.0	2.341		
T	2016-08-25 13:04:39.732	43.227869088	-4.894991402	498.0	2.352		
T	2016-08-25 13:04:47.732	43.227956162	-4.895052700	496.0	2.363		
T	2016-08-25 13:04:57.732	43.228047171	-4.895104230	498.0	2.374		
T	2016-08-25 13:05:07.732	43.228139014	-4.895140719	494.0	2.384		
T	2016-08-25 13:05:15.732	43.228233097	-4.895130490	489.0	2.395		
T	2016-08-25 13:05:22.732	43.228325899	-4.895095015	484.0	2.406		
T	2016-08-25 13:05:30.732	43.228416762	-4.895054088	478.0	2.416		
T	2016-08-25 13:05:37.732	43.228481500	-4.894964751	480.0	2.426		
T	2016-08-25 13:05:44.732	43.228545053	-4.894866283	482.0	2.437		
T	2016-08-25 13:05:52.732	43.228625435	-4.894786273	480.0	2.448		
T	2016-08-25 13:06:01.732	43.228716848	-4.894732931	483.0	2.459		
T	2016-08-25 13:06:09.732	43.228783786	-4.894642678	485.0	2.470		
T	2016-08-25 13:06:17.732	43.228817284	-4.894524734	489.0	2.480		
T	2016-08-25 13:06:25.732	43.228829230	-4.894399652	491.0	2.490		
T	2016-08-25 13:06:34.732	43.228914957	-4.894354767	493.0	2.500		
T	2016-08-25 13:06:46.732	43.229009646	-4.894347280	498.0	2.511		
T	2016-08-25 13:06:55.732	43.229093011	-4.894418604	496.0	2.522		
T	2016-08-25 13:07:04.732	43.229184754	-4.894432555	496.0	2.532		
T	2016-08-25 13:07:11.732	43.229279771	-4.894395563	497.0	2.543		
T	2016-08-25 13:07:18.732	43.229370199	-4.894350836	492.0	2.554		
T	2016-08-25 13:07:26.732	43.229458199	-4.894304365	492.0	2.564		
T	2016-08-25 13:07:34.732	43.229548302	-4.894285508	494.0	2.574		
T	2016-08-25 13:07:42.732	43.229643893	-4.894278468	495.0	2.585		
T	2016-08-25 13:07:50.732	43.229741051	-4.894248356	502.0	2.596		
T	2016-08-25 13:07:58.732	43.229838511	-4.894210215	500.0	2.607		
T	2016-08-25 13:08:06.732	43.229936667	-4.894201073	500.0	2.618		
T	2016-08-25 13:08:13.732	43.230035268	-4.894239111	500.0	2.630		
T	2016-08-25 13:08:20.732	43.230125602	-4.894271731	497.0	2.640		
T	2016-08-25 13:08:28.732	43.230215150	-4.894254297	500.0	2.650		
T	2016-08-25 13:08:37.732	43.230313983	-4.894251050	501.0	2.661		
T	2016-08-25 13:08:46.732	43.230412853	-4.894234989	500.0	2.672		
T	2016-08-25 13:08:54.732	43.230511942	-4.894231415	499.0	2.683		
T	2016-08-25 13:09:03.732	43.230612740	-4.894234092	500.0	2.694		
T	2016-08-25 13:09:13.732	43.230688132	-4.894161663	502.0	2.704		
T	2016-08-25 13:09:21.732	43.230753753	-4.894061537	504.0	2.715		
T	2016-08-25 13:09:30.732	43.230843444	-4.894010489	504.0	2.726		
T	2016-08-25 13:09:45.732	43.231026076	-4.894060810	505.0	2.747		
T	2016-08-25 13:09:54.732	43.231024590	-4.893796613	504.0	2.768		
T	2016-08-25 13:10:00.732	43.230924852	-4.893631129	503.0	2.786		
T	2016-08-25 13:10:46.732	43.230964421	-4.893434883	498.0	2.802		
T	2016-08-25 13:10:49.732	43.231020741	-4.893307339	496.0	2.814		
T	2016-08-25 13:10:52.732	43.231051303	-4.893179859	493.0	2.825		
T	2016-08-25 13:10:55.732	43.231060140	-4.893051367	494.0	2.836		
T	2016-08-25 13:10:59.732	43.231059058	-4.892918082	495.0	2.847		
T	2016-08-25 13:11:03.732	43.231038792	-4.892796368	499.0	2.857		
T	2016-08-25 13:11:07.732	43.230996743	-4.892649395	502.0	2.870		
T	2016-08-25 13:11:12.732	43.230930535	-4.892490196	506.0	2.884		
T	2016-08-25 13:11:16.732	43.230890718	-4.892379064	502.0	2.895		
T	2016-08-25 13:11:22.732	43.230966329	-4.892303678	496.0	2.905		
T	2016-08-25 13:11:25.732	43.231048772	-4.892353389	500.0	2.915		
T	2016-08-25 13:11:28.732	43.231125705	-4.892418012	499.0	2.925		
T	2016-08-25 13:11:33.732	43.231219884	-4.892460128	495.0	2.936		
T	2016-08-25 13:11:40.732	43.231304792	-4.892506936	489.0	2.946		
T	2016-08-25 13:11:52.732	43.231339523	-4.892346434	491.0	2.960		
T	2016-08-25 13:12:01.732	43.231327948	-4.892074630	488.0	2.982		
T	2016-08-25 13:12:08.732	43.231484852	-4.891887870	490.0	3.005		
T	2016-08-25 13:12:13.732	43.231458096	-4.891728324	485.0	3.018		
T	2016-08-25 13:12:17.732	43.231369202	-4.891666939	485.0	3.029		
T	2016-08-25 13:12:21.732	43.231291886	-4.891575843	483.0	3.041		
T	2016-08-25 13:12:25.732	43.231240239	-4.891474484	501.0	3.051		
T	2016-08-25 13:12:46.732	43.231394608	-4.891566134	494.0	3.069		
T	2016-08-25 13:12:48.732	43.231522217	-4.891659537	490.0	3.085		
T	2016-08-25 13:12:50.732	43.231608505	-4.891725421	489.0	3.096		
T	2016-08-25 13:12:55.732	43.231692128	-4.891785581	486.0	3.107		
T	2016-08-25 13:13:05.732	43.231686638	-4.891659103	481.0	3.117		
T	2016-08-25 13:13:12.732	43.231761242	-4.891570614	482.0	3.128		
T	2016-08-25 13:13:19.732	43.231828162	-4.891486241	478.0	3.138		
T	2016-08-25 13:13:30.732	43.231779093	-4.891372737	479.0	3.149		
T	2016-08-25 13:13:43.732	43.231784275	-4.891239639	477.0	3.160		
T	2016-08-25 13:13:52.732	43.231830802	-4.891125149	473.0	3.170		
T	2016-08-25 13:14:02.732	43.231892183	-4.891034492	469.0	3.181		
T	2016-08-25 13:14:08.732	43.231974025	-4.890961830	473.0	3.191		
T	2016-08-25 13:14:16.732	43.232069395	-4.890952140	475.0	3.202		
T	2016-08-25 13:14:26.732	43.232143586	-4.891030352	475.0	3.212		
T	2016-08-25 13:14:36.732	43.232234040	-4.890992157	474.0	3.223		
T	2016-08-25 13:14:42.732	43.232302986	-4.890887636	477.0	3.234		
T	2016-08-25 13:14:48.732	43.232378945	-4.890797971	480.0	3.245		
T	2016-08-25 13:14:58.732	43.232443095	-4.890702706	481.0	3.256		
T	2016-08-25 13:15:06.732	43.232533715	-4.890722158	482.0	3.266		
T	2016-08-25 13:15:16.732	43.232581212	-4.890612881	481.0	3.277		
T	2016-08-25 13:15:26.732	43.232540087	-4.890488928	493.0	3.288		
T	2016-08-25 13:15:34.732	43.232597451	-4.890371529	494.0	3.299		
T	2016-08-25 13:15:41.732	43.232670455	-4.890292182	495.0	3.309		
T	2016-08-25 13:15:50.732	43.232745413	-4.890210285	494.0	3.320		
T	2016-08-25 13:16:08.732	43.232834551	-4.890171580	497.0	3.330		
T	2016-08-25 13:16:18.732	43.232984262	-4.890196345	496.0	3.347		
T	2016-08-25 13:16:24.732	43.233158469	-4.890200666	498.0	3.367		
T	2016-08-25 13:16:29.732	43.233360340	-4.890168340	499.0	3.389		
T	2016-08-25 13:16:33.732	43.233544146	-4.890177540	494.0	3.410		
T	2016-08-25 13:16:38.732	43.233669248	-4.890243270	495.0	3.424		
T	2016-08-25 13:16:44.732	43.233579828	-4.890401032	497.0	3.441		
T	2016-08-25 13:16:46.732	43.233474765	-4.890462177	499.0	3.453		
T	2016-08-25 13:16:49.732	43.233378676	-4.890518988	498.0	3.465		
T	2016-08-25 13:16:56.732	43.233342974	-4.890633329	493.0	3.475		
T	2016-08-25 13:17:05.732	43.233427966	-4.890708474	492.0	3.486		
T	2016-08-25 13:17:28.732	43.233487758	-4.890812739	495.0	3.497		
T	2016-08-25 13:17:40.732	43.233636010	-4.890926885	493.0	3.516		
T	2016-08-25 13:17:49.732	43.233832891	-4.890907765	492.0	3.538		
T	2016-08-25 13:17:58.732	43.233982600	-4.890739810	492.0	3.559		
T	2016-08-25 13:18:06.732	43.234132723	-4.890884676	495.0	3.580		
T	2016-08-25 13:18:11.732	43.234251951	-4.890975542	496.0	3.595		
T	2016-08-25 13:18:16.732	43.234341059	-4.891079900	497.0	3.608		
T	2016-08-25 13:18:21.732	43.234273155	-4.891254267	501.0	3.624		
T	2016-08-25 13:18:25.732	43.234148166	-4.891370945	505.0	3.641		
T	2016-08-25 13:18:29.732	43.234032617	-4.891479642	506.0	3.657		
T	2016-08-25 13:18:33.732	43.233963363	-4.891572436	510.0	3.667		
T	2016-08-25 13:18:48.732	43.233890034	-4.891492943	509.0	3.678		
T	2016-08-25 13:18:57.732	43.233807521	-4.891440243	512.0	3.688		
T	2016-08-25 13:19:18.732	43.233879473	-4.891344895	518.0	3.699		
T	2016-08-25 13:19:22.732	43.233952142	-4.891220460	518.0	3.712		
T	2016-08-25 13:19:27.732	43.233994306	-4.891092987	520.0	3.723		
T	2016-08-25 13:19:33.732	43.233985630	-4.890944161	519.0	3.735		
T	2016-08-25 13:19:42.732	43.234020360	-4.890829186	519.0	3.745		
T	2016-08-25 13:19:52.732	43.234112369	-4.890876286	509.0	3.756		
T	2016-08-25 13:20:00.732	43.234206405	-4.890842960	503.0	3.767		
T	2016-08-25 13:20:08.732	43.234293504	-4.890788909	497.0	3.778		
T	2016-08-25 13:20:18.732	43.234383831	-4.890799847	490.0	3.788		
T	2016-08-25 13:20:27.732	43.234469985	-4.890842529	492.0	3.798		
T	2016-08-25 13:20:36.732	43.234559305	-4.890793018	489.0	3.809		
T	2016-08-25 13:20:41.732	43.234644114	-4.890860072	483.0	3.820		
T	2016-08-25 13:20:45.732	43.234725078	-4.890915102	480.0	3.830		
T	2016-08-25 13:20:50.732	43.234822113	-4.890954096	480.0	3.841		
T	2016-08-25 13:20:58.732	43.234918075	-4.890991543	479.0	3.852		
T	2016-08-25 13:21:08.732	43.235008111	-4.890988934	481.0	3.862		
T	2016-08-25 13:21:15.732	43.235095558	-4.890946234	478.0	3.872		
T	2016-08-25 13:21:31.732	43.235207364	-4.890870064	481.0	3.886		
T	2016-08-25 13:21:38.732	43.235311561	-4.890768695	485.0	3.900		
T	2016-08-25 13:21:45.732	43.235433759	-4.890631400	488.0	3.918		
T	2016-08-25 13:21:51.732	43.235579048	-4.890440982	490.0	3.940		
T	2016-08-25 13:21:53.732	43.235711158	-4.890278377	492.0	3.960		
T	2016-08-25 13:21:56.732	43.235847693	-4.890155524	503.0	3.978		
T	2016-08-25 13:22:00.732	43.235919380	-4.890329326	505.0	3.994		
T	2016-08-25 13:22:02.732	43.235928339	-4.890485250	507.0	4.007		
T	2016-08-25 13:22:04.732	43.235922776	-4.890613442	512.0	4.018		
T	2016-08-25 13:22:06.732	43.235877521	-4.890767196	503.0	4.031		
T	2016-08-25 13:22:08.732	43.235799382	-4.890923648	500.0	4.046		
T	2016-08-25 13:22:10.732	43.235735738	-4.891033417	501.0	4.058		
T	2016-08-25 13:22:13.732	43.235674795	-4.891131167	501.0	4.068		
T	2016-08-25 13:22:45.732	43.235722785	-4.891241424	508.0	4.079		
T	2016-08-25 13:22:51.732	43.235810919	-4.891283209	509.0	4.089		
T	2016-08-25 13:23:14.732	43.235882427	-4.891373530	517.0	4.100		
T	2016-08-25 13:23:21.732	43.235959627	-4.891467051	517.0	4.111		
T	2016-08-25 13:23:28.732	43.236010169	-4.891572989	516.0	4.122		
T	2016-08-25 13:23:38.732	43.236060378	-4.891683356	517.0	4.132		
T	2016-08-25 13:23:48.732	43.236121403	-4.891786190	518.0	4.143		
T	2016-08-25 13:23:57.732	43.236214275	-4.891843513	521.0	4.154		
T	2016-08-25 13:24:02.732	43.236309439	-4.891863498	522.0	4.165		
T	2016-08-25 13:24:07.732	43.236440971	-4.891908838	524.0	4.180		
T	2016-08-25 13:24:12.732	43.236523672	-4.892004713	527.0	4.192		
T	2016-08-25 13:24:27.732	43.236544915	-4.892127261	532.0	4.202		
T	2016-08-25 13:25:14.732	43.236634908	-4.892087504	536.0	4.213		
T	2016-08-25 13:25:43.732	43.236543860	-4.892112492	526.0	4.223		
T	2016-08-25 13:25:56.732	43.236450793	-4.892028114	519.0	4.235		
T	2016-08-25 13:26:00.732	43.236348241	-4.892001239	517.0	4.247		
T	2016-08-25 13:26:04.732	43.236249850	-4.892027763	517.0	4.258		
T	2016-08-25 13:26:09.732	43.236162506	-4.892070443	517.0	4.269		
T	2016-08-25 13:26:39.732	43.236010216	-4.891858445	507.0	4.293		
T	2016-08-25 13:26:40.732	43.235910134	-4.891695843	508.0	4.310		
T	2016-08-25 13:26:41.732	43.235829190	-4.891546876	505.0	4.325		
T	2016-08-25 13:26:42.732	43.235766113	-4.891414177	504.0	4.338		
T	2016-08-25 13:26:43.732	43.235721521	-4.891293988	502.0	4.349		
T	2016-08-25 13:26:44.732	43.235725148	-4.891146286	501.0	4.361		
T	2016-08-25 13:26:45.732	43.235728810	-4.891018814	501.0	4.371		
T	2016-08-25 13:26:47.732	43.235742005	-4.890783162	498.0	4.390		
T	2016-08-25 13:26:49.732	43.235736672	-4.890605751	497.0	4.405		
T	2016-08-25 13:26:53.732	43.235650007	-4.890425990	492.0	4.422		
T	2016-08-25 13:26:57.732	43.235563418	-4.890319256	490.0	4.435		
T	2016-08-25 13:27:01.732	43.235689434	-4.890163858	505.0	4.454		
T	2016-08-25 13:27:03.732	43.235856108	-4.890084714	514.0	4.474		
T	2016-08-25 13:27:06.732	43.236017459	-4.890049216	520.0	4.492		
T	2016-08-25 13:27:08.732	43.236115958	-4.890119799	513.0	4.504		
T	2016-08-25 13:27:10.732	43.236200718	-4.890204404	514.0	4.516		
T	2016-08-25 13:27:12.732	43.236275927	-4.890290056	506.0	4.527		
T	2016-08-25 13:27:15.732	43.236364410	-4.890403153	501.0	4.540		
T	2016-08-25 13:27:18.732	43.236425600	-4.890493699	496.0	4.550		
T	2016-08-25 13:27:23.732	43.236492793	-4.890594290	494.0	4.561		
T	2016-08-25 13:27:29.732	43.236571885	-4.890674045	503.0	4.572		
T	2016-08-25 13:27:39.732	43.236661870	-4.890668332	501.0	4.582		
T	2016-08-25 13:27:46.732	43.236755670	-4.890688294	503.0	4.593		
T	2016-08-25 13:27:55.732	43.236852887	-4.890673254	498.0	4.604		
T	2016-08-25 13:28:12.732	43.236990245	-4.890566992	502.0	4.621		
T	2016-08-25 13:28:24.732	43.237072911	-4.890398988	501.0	4.638		
T	2016-08-25 13:28:32.732	43.237083043	-4.889990108	500.0	4.671		
T	2016-08-25 13:28:34.732	43.236983361	-4.889601154	499.0	4.704		
T	2016-08-25 13:28:36.732	43.236872298	-4.889109552	499.0	4.746		
